feature_set,scenario,training_seed,classifier,metric,n_simulation_seeds,mean,sd,ci95_low,ci95_high
4,SYNFlood,307759,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,307759,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,hybrid,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,hybrid,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,307759,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,hybrid,roc_auc,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,hybrid,pr_auc_benign,10,0.03453090378354099,0.0006012354914751575,0.034100805822588946,0.034961001744493035
4,SYNFlood,307759,hybrid,pr_auc_ddos,10,0.8946505431345676,0.001839494723564799,0.8933346478805364,0.8959664383885988
4,SYNFlood,307759,mlp,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,307759,mlp,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,mlp,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,mlp,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,mlp,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,307759,mlp,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,mlp,roc_auc,10,0.5,0.0,0.5,0.5
4,SYNFlood,307759,mlp,pr_auc_benign,10,0.06634173554399347,0.001178843154967505,0.06549844195201039,0.06718502913597656
4,SYNFlood,307759,mlp,pr_auc_ddos,10,0.9695490196582565,0.0017625519259477475,0.9682881659658666,0.9708098733506463
4,SYNFlood,307759,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,307759,rf,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,rf,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,rf,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,307759,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,rf,roc_auc,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,rf,pr_auc_benign,10,0.047127431639628174,0.001326369741916077,0.046178603884854535,0.04807625939440181
4,SYNFlood,307759,rf,pr_auc_ddos,10,0.8957719373625093,0.0022532954097047525,0.8941600269299451,0.8973838477950734
4,SYNFlood,307759,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,307759,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,xgboost,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,xgboost,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,307759,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,307759,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
4,SYNFlood,307759,xgboost,pr_auc_benign,10,0.047127431639628174,0.001326369741916077,0.046178603884854535,0.04807625939440181
4,SYNFlood,307759,xgboost,pr_auc_ddos,10,0.9145390597544404,0.0002664819652613511,0.9143484300402693,0.9147296894686114
4,SYNFlood,333019,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,333019,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,hybrid,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,hybrid,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,333019,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,hybrid,roc_auc,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,hybrid,pr_auc_benign,10,0.035209629715268365,0.0007578733625138301,0.034667479771529494,0.035751779659007235
4,SYNFlood,333019,hybrid,pr_auc_ddos,10,0.8835872012874442,0.0013799596728647653,0.8826000376054749,0.8845743649694134
4,SYNFlood,333019,mlp,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,333019,mlp,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,mlp,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,mlp,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,mlp,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,333019,mlp,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,mlp,roc_auc,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,mlp,pr_auc_benign,10,0.035209629715268365,0.0007578733625138301,0.034667479771529494,0.035751779659007235
4,SYNFlood,333019,mlp,pr_auc_ddos,10,0.8979536683512886,0.0016912999312774298,0.8967437852653517,0.8991635514372256
4,SYNFlood,333019,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,333019,rf,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,rf,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,rf,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,333019,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,rf,roc_auc,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,rf,pr_auc_benign,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,333019,rf,pr_auc_ddos,10,0.8847197842444331,0.001598907693024968,0.8835759945841898,0.8858635739046764
4,SYNFlood,333019,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
4,SYNFlood,333019,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,xgboost,recall,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,xgboost,f1,10,0.0,0.0,0.0,0.0
4,SYNFlood,333019,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
4,SYNFlood,333019,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
4,SYNFlood,333019,xgboost,roc_auc,10,0.07026000000000002,0.020462676728348353,0.055621882887369134,0.0848981171126309
4,SYNFlood,333019,xgboost,pr_auc_benign,10,0.05310354721937562,0.0009894657959374652,0.052395726029012504,0.05381136840973874
4,SYNFlood,333019,xgboost,pr_auc_ddos,10,0.921657268843221,0.002054371212226444,0.9201876602090912,0.9231268774773508
4,UDPFlood,104729,hybrid,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,104729,hybrid,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,104729,hybrid,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,hybrid,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,104729,hybrid,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,104729,hybrid,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,104729,hybrid,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,hybrid,pr_auc_benign,10,1.0,8.275113844157577e-17,0.9999999999999999,1.0
4,UDPFlood,104729,hybrid,pr_auc_ddos,10,1.0,1.3343220141622404e-16,0.9999999999999999,1.0
4,UDPFlood,104729,mlp,accuracy,10,0.9863713850837138,0.019092967716888388,0.9727130987716253,1.0000296713958023
4,UDPFlood,104729,mlp,precision,10,0.956060606060606,0.060795159538602664,0.9125703688340038,0.9995508432872083
4,UDPFlood,104729,mlp,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,mlp,f1,10,0.9766233766233767,0.03266414734065436,0.953256853245019,0.9999899000017345
4,UDPFlood,104729,mlp,balanced_accuracy,10,0.9906306900646523,0.013081445338768215,0.9812727878012555,0.9999885923280492
4,UDPFlood,104729,mlp,mcc,10,0.9684242786658961,0.04385427592243769,0.9370528195276621,0.9997957378041301
4,UDPFlood,104729,mlp,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,mlp,pr_auc_benign,10,1.0,8.275113844157577e-17,0.9999999999999999,1.0
4,UDPFlood,104729,mlp,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,rf,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,104729,rf,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,104729,rf,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,rf,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,104729,rf,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,104729,rf,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,104729,rf,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,rf,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,rf,pr_auc_ddos,10,1.0,8.275113844157577e-17,0.9999999999999999,1.0
4,UDPFlood,104729,xgboost,accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,precision,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,f1,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,balanced_accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,mcc,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,104729,xgboost,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,hybrid,accuracy,10,0.9986111111111111,0.0043920523057893995,0.9954692261627026,1.0017529960595195
4,UDPFlood,130363,hybrid,precision,10,0.9952380952380953,0.01505846504842087,0.9844659182721234,1.0060102722040671
4,UDPFlood,130363,hybrid,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,hybrid,f1,10,0.9975609756097562,0.007712872341874103,0.9920435191149901,1.0030784321045223
4,UDPFlood,130363,hybrid,balanced_accuracy,10,0.9990384615384615,0.0030406515963157387,0.9968633104203326,1.0012136126565905
4,UDPFlood,130363,hybrid,mcc,10,0.9966470865606374,0.010602843265774651,0.9890622694073535,1.0042319037139213
4,UDPFlood,130363,hybrid,roc_auc,10,1.0,3.700743415417188e-17,1.0,1.0
4,UDPFlood,130363,hybrid,pr_auc_benign,10,1.0,1.1102230246251565e-16,0.9999999999999999,1.0
4,UDPFlood,130363,hybrid,pr_auc_ddos,10,1.0,8.275113844157577e-17,0.9999999999999999,1.0
4,UDPFlood,130363,mlp,accuracy,10,0.9972777777777777,0.005740442047187582,0.9931713129158962,1.001384242639659
4,UDPFlood,130363,mlp,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,130363,mlp,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,mlp,f1,10,0.9951219512195124,0.01028382978916547,0.9877653425598243,1.0024785598792005
4,UDPFlood,130363,mlp,balanced_accuracy,10,0.9981293706293707,0.003945570047229271,0.9953068798480245,1.000951861410717
4,UDPFlood,130363,mlp,mcc,10,0.993345842243683,0.014028724907404361,0.9833102969989607,1.0033813874884054
4,UDPFlood,130363,mlp,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,mlp,pr_auc_benign,10,1.0,7.401486830834377e-17,1.0,1.0
4,UDPFlood,130363,mlp,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,rf,accuracy,10,0.9945745814307457,0.009412244665522308,0.9878414672084125,1.001307695653079
4,UDPFlood,130363,rf,precision,10,0.9813852813852815,0.03220512849282807,0.958347120309695,1.0044234424608678
4,UDPFlood,130363,rf,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,rf,f1,10,0.9903600464576077,0.016759921268680058,0.9783707210342365,1.0023493718809788
4,UDPFlood,130363,rf,balanced_accuracy,10,0.9962768834938645,0.0064413405481684935,0.9916690260489094,1.0008847409388195
4,UDPFlood,130363,rf,mcc,10,0.9869086868578693,0.02266404497380059,0.9706958057682307,1.0031215679475078
4,UDPFlood,130363,rf,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,rf,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,rf,pr_auc_ddos,10,1.0,1.4802973661668753e-16,0.9999999999999999,1.0
4,UDPFlood,130363,xgboost,accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,precision,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,f1,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,balanced_accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,mcc,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,roc_auc,10,1.0,3.700743415417188e-17,1.0,1.0
4,UDPFlood,130363,xgboost,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,130363,xgboost,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,hybrid,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,155921,hybrid,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,155921,hybrid,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,hybrid,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,155921,hybrid,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,155921,hybrid,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,155921,hybrid,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,hybrid,pr_auc_benign,10,1.0,1.0467283057891834e-16,0.9999999999999999,1.0
4,UDPFlood,155921,hybrid,pr_auc_ddos,10,1.0,7.401486830834377e-17,1.0,1.0
4,UDPFlood,155921,mlp,accuracy,10,0.7053233311589476,0.01249318111512646,0.6963862477704789,0.7142604145474164
4,UDPFlood,155921,mlp,precision,4,0.0,0.0,0.0,0.0
4,UDPFlood,155921,mlp,recall,10,0.0,0.0,0.0,0.0
4,UDPFlood,155921,mlp,f1,10,0.0,0.0,0.0,0.0
4,UDPFlood,155921,mlp,balanced_accuracy,10,0.4906306900646523,0.013081445338768224,0.4812727878012555,0.49998859232804915
4,UDPFlood,155921,mlp,mcc,4,-0.1139723057113085,0.019456348020637202,-0.1449316971476093,-0.08301291427500768
4,UDPFlood,155921,mlp,roc_auc,10,0.0,0.0,0.0,0.0
4,UDPFlood,155921,mlp,pr_auc_benign,10,0.5311261856295368,0.006664831463838008,0.526358452414632,0.5358939188444417
4,UDPFlood,155921,mlp,pr_auc_ddos,10,0.28104805392476623,0.00674057395986401,0.27622613779225236,0.2858699700572801
4,UDPFlood,155921,rf,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,155921,rf,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,155921,rf,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,rf,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,155921,rf,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,155921,rf,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,155921,rf,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,rf,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,rf,pr_auc_ddos,10,1.0,1.2819751242557092e-16,0.9999999999999999,1.0
4,UDPFlood,155921,xgboost,accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,precision,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,f1,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,balanced_accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,mcc,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,155921,xgboost,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,hybrid,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,181081,hybrid,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,181081,hybrid,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,hybrid,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,181081,hybrid,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,181081,hybrid,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,181081,hybrid,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,hybrid,pr_auc_benign,10,1.0,8.275113844157577e-17,0.9999999999999999,1.0
4,UDPFlood,181081,hybrid,pr_auc_ddos,10,1.0,3.700743415417188e-17,1.0,1.0
4,UDPFlood,181081,mlp,accuracy,10,0.7053233311589476,0.01249318111512646,0.6963862477704789,0.7142604145474164
4,UDPFlood,181081,mlp,precision,4,0.0,0.0,0.0,0.0
4,UDPFlood,181081,mlp,recall,10,0.0,0.0,0.0,0.0
4,UDPFlood,181081,mlp,f1,10,0.0,0.0,0.0,0.0
4,UDPFlood,181081,mlp,balanced_accuracy,10,0.4906306900646523,0.013081445338768224,0.4812727878012555,0.49998859232804915
4,UDPFlood,181081,mlp,mcc,4,-0.1139723057113085,0.019456348020637202,-0.1449316971476093,-0.08301291427500768
4,UDPFlood,181081,mlp,roc_auc,10,0.0,0.0,0.0,0.0
4,UDPFlood,181081,mlp,pr_auc_benign,10,0.5301686034135035,0.0068127452469788075,0.525295059052338,0.535042147774669
4,UDPFlood,181081,mlp,pr_auc_ddos,10,0.28104805392476623,0.00674057395986401,0.27622613779225236,0.2858699700572801
4,UDPFlood,181081,rf,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,181081,rf,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,181081,rf,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,rf,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,181081,rf,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,181081,rf,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,181081,rf,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,rf,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,rf,pr_auc_ddos,10,1.0,1.1102230246251565e-16,0.9999999999999999,1.0
4,UDPFlood,181081,xgboost,accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,precision,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,f1,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,balanced_accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,mcc,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,181081,xgboost,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,hybrid,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,206369,hybrid,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,206369,hybrid,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,hybrid,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,206369,hybrid,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,206369,hybrid,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,206369,hybrid,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,hybrid,pr_auc_benign,10,1.0,1.0467283057891834e-16,0.9999999999999999,1.0
4,UDPFlood,206369,hybrid,pr_auc_ddos,10,1.0,7.401486830834377e-17,1.0,1.0
4,UDPFlood,206369,mlp,accuracy,10,0.9863713850837138,0.019092967716888388,0.9727130987716253,1.0000296713958023
4,UDPFlood,206369,mlp,precision,10,0.956060606060606,0.060795159538602664,0.9125703688340038,0.9995508432872083
4,UDPFlood,206369,mlp,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,mlp,f1,10,0.9766233766233767,0.03266414734065436,0.953256853245019,0.9999899000017345
4,UDPFlood,206369,mlp,balanced_accuracy,10,0.9906306900646523,0.013081445338768215,0.9812727878012555,0.9999885923280492
4,UDPFlood,206369,mlp,mcc,10,0.9684242786658961,0.04385427592243769,0.9370528195276621,0.9997957378041301
4,UDPFlood,206369,mlp,roc_auc,10,1.0,3.700743415417188e-17,1.0,1.0
4,UDPFlood,206369,mlp,pr_auc_benign,10,1.0,1.1102230246251565e-16,0.9999999999999999,1.0
4,UDPFlood,206369,mlp,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,rf,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,206369,rf,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,206369,rf,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,rf,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,206369,rf,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,206369,rf,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,206369,rf,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,rf,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,rf,pr_auc_ddos,10,1.0,1.4802973661668753e-16,0.9999999999999999,1.0
4,UDPFlood,206369,xgboost,accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,precision,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,f1,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,balanced_accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,mcc,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,206369,xgboost,pr_auc_ddos,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,hybrid,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,231701,hybrid,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,231701,hybrid,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,hybrid,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,231701,hybrid,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,231701,hybrid,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,231701,hybrid,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,hybrid,pr_auc_benign,10,1.0,7.401486830834377e-17,1.0,1.0
4,UDPFlood,231701,hybrid,pr_auc_ddos,10,1.0,1.3343220141622404e-16,0.9999999999999999,1.0
4,UDPFlood,231701,mlp,accuracy,10,0.7053233311589476,0.01249318111512646,0.6963862477704789,0.7142604145474164
4,UDPFlood,231701,mlp,precision,4,0.0,0.0,0.0,0.0
4,UDPFlood,231701,mlp,recall,10,0.0,0.0,0.0,0.0
4,UDPFlood,231701,mlp,f1,10,0.0,0.0,0.0,0.0
4,UDPFlood,231701,mlp,balanced_accuracy,10,0.4906306900646523,0.013081445338768224,0.4812727878012555,0.49998859232804915
4,UDPFlood,231701,mlp,mcc,4,-0.1139723057113085,0.019456348020637202,-0.1449316971476093,-0.08301291427500768
4,UDPFlood,231701,mlp,roc_auc,10,0.0,0.0,0.0,0.0
4,UDPFlood,231701,mlp,pr_auc_benign,10,0.5314949354568023,0.0068961258082683875,0.526561744235293,0.5364281266783115
4,UDPFlood,231701,mlp,pr_auc_ddos,10,0.28104805392476623,0.00674057395986401,0.27622613779225236,0.2858699700572801
4,UDPFlood,231701,rf,accuracy,10,0.997296803652968,0.005699488675912158,0.9932196350680519,1.001373972237884
4,UDPFlood,231701,rf,precision,10,0.9904761904761905,0.020077953397894494,0.9761132878548946,1.0048390930974864
4,UDPFlood,231701,rf,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,rf,f1,10,0.9951219512195122,0.01028382978916547,0.9877653425598241,1.0024785598792003
4,UDPFlood,231701,rf,balanced_accuracy,10,0.998147512864494,0.00390622275959845,0.9953531694370864,1.0009418562919015
4,UDPFlood,231701,rf,mcc,10,0.9933637183349411,0.01399073690366256,0.9833553480710402,1.003372088598842
4,UDPFlood,231701,rf,roc_auc,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,rf,pr_auc_benign,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,rf,pr_auc_ddos,10,1.0,1.0467283057891834e-16,0.9999999999999999,1.0
4,UDPFlood,231701,xgboost,accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,xgboost,precision,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,xgboost,recall,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,xgboost,f1,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,xgboost,balanced_accuracy,10,1.0,0.0,1.0,1.0
4,UDPFlood,231701,xgboost,mcc,10,1.0,0.0,1.0,1.0
