feature_set,scenario,training_seed,classifier,metric,n_simulation_seeds,mean,sd,ci95_low,ci95_high
6,SYNFlood,130363,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,130363,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,130363,xgboost,pr_auc_benign,10,0.03931161866422019,0.0009299605271110153,0.03864636497885477,0.039976872349585614
6,SYNFlood,130363,xgboost,pr_auc_ddos,10,0.9148642287073878,7.622889782019264e-05,0.9148096978388962,0.9149187595758794
6,SYNFlood,155921,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,155921,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,155921,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,hybrid,roc_auc,10,0.5,0.0,0.5,0.5
6,SYNFlood,155921,hybrid,pr_auc_benign,10,0.08260641782716141,0.0023213699421063333,0.0809458098077219,0.08426702584660092
6,SYNFlood,155921,hybrid,pr_auc_ddos,10,0.9695490196582565,0.001762551925947745,0.9682881659658666,0.9708098733506463
6,SYNFlood,155921,mlp,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,155921,mlp,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,mlp,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,mlp,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,mlp,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,155921,mlp,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,mlp,roc_auc,10,1.0,0.0,1.0,1.0
6,SYNFlood,155921,mlp,pr_auc_benign,10,1.0,0.0,1.0,1.0
6,SYNFlood,155921,mlp,pr_auc_ddos,10,1.0,1.1702778228589004e-16,0.9999999999999999,1.0
6,SYNFlood,155921,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,155921,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,155921,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,rf,pr_auc_benign,10,0.05659613435449562,0.00111866246805811,0.05579589143250029,0.05739637727649095
6,SYNFlood,155921,rf,pr_auc_ddos,10,0.8989940701750418,0.0007181291053969395,0.898480351560105,0.8995077887899787
6,SYNFlood,155921,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,155921,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,155921,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,155921,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,155921,xgboost,pr_auc_benign,10,0.044551030326177396,0.001203256507390863,0.04369027247393993,0.04541178817841486
6,SYNFlood,155921,xgboost,pr_auc_ddos,10,0.8876967548340732,0.00022086215599095813,0.8875387595655135,0.8878547501026328
6,SYNFlood,181081,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,181081,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,181081,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,hybrid,roc_auc,10,0.00075,0.0008740073734751264,0.0001247727894998381,0.001375227210500162
6,SYNFlood,181081,hybrid,pr_auc_benign,10,0.04349247516265816,0.0012699520203944216,0.04258400621459517,0.04440094411072115
6,SYNFlood,181081,hybrid,pr_auc_ddos,10,0.883672563771497,0.0014145959640509283,0.88266062277943,0.8846845047635641
6,SYNFlood,181081,mlp,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,181081,mlp,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,mlp,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,mlp,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,mlp,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,181081,mlp,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,mlp,roc_auc,10,1.0,0.0,1.0,1.0
6,SYNFlood,181081,mlp,pr_auc_benign,10,1.0,0.0,1.0,1.0
6,SYNFlood,181081,mlp,pr_auc_ddos,10,0.9999999999999998,1.4332917616497527e-16,0.9999999999999997,0.9999999999999999
6,SYNFlood,181081,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,181081,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,181081,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,rf,pr_auc_benign,10,0.05670033999434874,0.0010548523352512363,0.05594574409152884,0.05745493589716864
6,SYNFlood,181081,rf,pr_auc_ddos,10,0.8964832002699648,0.0021396427685822102,0.8949525920391115,0.898013808500818
6,SYNFlood,181081,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,181081,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,181081,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,181081,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,181081,xgboost,pr_auc_benign,10,0.044551030326177396,0.001203256507390863,0.04369027247393993,0.04541178817841486
6,SYNFlood,181081,xgboost,pr_auc_ddos,10,0.8876967548340732,0.00022086215599095813,0.8875387595655135,0.8878547501026328
6,SYNFlood,206369,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,206369,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,206369,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,206369,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,206369,hybrid,roc_auc,10,0.5,0.0,0.5,0.5
6,SYNFlood,206369,hybrid,pr_auc_benign,10,0.06801711874469067,0.0012870375887118182,0.06709642751733909,0.06893780997204225
6,SYNFlood,206369,hybrid,pr_auc_ddos,10,0.9695490196582565,0.0017625519259477475,0.9682881659658666,0.9708098733506463
6,SYNFlood,206369,mlp,accuracy,10,0.5288235294117647,0.0008318903308077053,0.5282284309185965,0.5294186279049329
6,SYNFlood,206369,mlp,precision,10,1.0,0.0,1.0,1.0
6,SYNFlood,206369,mlp,recall,10,0.499375,0.0008838834764831786,0.49874270785100877,0.5000072921489912
6,SYNFlood,206369,mlp,f1,10,0.666110462112974,0.0007867671522367082,0.6655476427972167,0.6666732814287313
6,SYNFlood,206369,mlp,balanced_accuracy,10,0.7496875000000001,0.0004419417382415828,0.7493713539255045,0.7500036460744957
6,SYNFlood,206369,mlp,mcc,10,0.23542440506442244,0.000392838319424536,0.23514338545968524,0.23570542466915964
6,SYNFlood,206369,mlp,roc_auc,10,1.0,0.0,1.0,1.0
6,SYNFlood,206369,mlp,pr_auc_benign,10,1.0,5.233641528945917e-17,1.0,1.0
6,SYNFlood,206369,mlp,pr_auc_ddos,10,1.0,1.1702778228589004e-16,0.9999999999999999,1.0
6,SYNFlood,206369,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,206369,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,206369,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,206369,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,206369,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,rf,pr_auc_benign,10,0.05848306017653963,0.0007632992030596174,0.057937028820295534,0.05902909153278372
6,SYNFlood,206369,rf,pr_auc_ddos,10,0.9147413129296819,0.00042613108259194604,0.9144364771168935,0.9150461487424703
6,SYNFlood,206369,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,206369,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,206369,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,206369,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,206369,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,206369,xgboost,pr_auc_benign,10,0.044551030326177396,0.001203256507390863,0.04369027247393993,0.04541178817841486
6,SYNFlood,206369,xgboost,pr_auc_ddos,10,0.8876967548340732,0.00022086215599095813,0.8875387595655135,0.8878547501026328
6,SYNFlood,231701,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,231701,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,231701,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,hybrid,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,hybrid,pr_auc_benign,10,0.043461471739381446,0.0012685299152149915,0.0425540201040796,0.044368923374683296
6,SYNFlood,231701,hybrid,pr_auc_ddos,10,0.8979536679304789,0.0016912996765452734,0.8967437850267664,0.8991635508341914
6,SYNFlood,231701,mlp,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,231701,mlp,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,mlp,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,mlp,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,mlp,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,231701,mlp,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,mlp,roc_auc,10,1.0,0.0,1.0,1.0
6,SYNFlood,231701,mlp,pr_auc_benign,10,1.0,0.0,1.0,1.0
6,SYNFlood,231701,mlp,pr_auc_ddos,10,1.0,1.4332917616497527e-16,0.9999999999999999,1.0
6,SYNFlood,231701,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,231701,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,231701,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,rf,pr_auc_benign,10,0.05670033999434874,0.0010548523352512363,0.05594574409152884,0.05745493589716864
6,SYNFlood,231701,rf,pr_auc_ddos,10,0.910656700956112,0.002112726793429539,0.9091453472539656,0.9121680546582583
6,SYNFlood,231701,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,231701,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,231701,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,231701,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,231701,xgboost,pr_auc_benign,10,0.044551030326177396,0.001203256507390863,0.04369027247393993,0.04541178817841486
6,SYNFlood,231701,xgboost,pr_auc_ddos,10,0.8876967548340732,0.00022086215599095813,0.8875387595655135,0.8878547501026328
6,SYNFlood,257053,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,257053,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,257053,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,257053,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,257053,hybrid,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,hybrid,pr_auc_benign,10,0.030594048341956902,3.657118196434064e-18,0.0305940483419569,0.030594048341956906
6,SYNFlood,257053,hybrid,pr_auc_ddos,10,0.8829396263657655,0.0013140498635812745,0.8819996117210396,0.8838796410104914
6,SYNFlood,257053,mlp,accuracy,10,0.05847058823529412,0.0007940571267182966,0.05790255398594693,0.05903862248464131
6,SYNFlood,257053,mlp,precision,2,0.0,0.0,0.0,0.0
6,SYNFlood,257053,mlp,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,mlp,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,mlp,balanced_accuracy,10,0.497,0.006749485577105535,0.49217170888054884,0.5018282911194512
6,SYNFlood,257053,mlp,mcc,2,-0.16576840854118444,0.040289196325430994,-0.5277524757270564,0.19621565864468757
6,SYNFlood,257053,mlp,roc_auc,10,0.029230000000000006,0.014648581652994404,0.018751035951596363,0.03970896404840365
6,SYNFlood,257053,mlp,pr_auc_benign,10,0.030767991952818836,0.00012609397518205493,0.030677789756868832,0.03085819414876884
6,SYNFlood,257053,mlp,pr_auc_ddos,10,0.8874293463779356,0.002364062053580518,0.8857381982617217,0.8891204944941494
6,SYNFlood,257053,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,257053,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,257053,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,257053,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,257053,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,rf,pr_auc_benign,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,257053,rf,pr_auc_ddos,10,0.9144273987132848,0.00027557565120730213,0.9142302637680715,0.9146245336584982
6,SYNFlood,257053,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,257053,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,257053,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,257053,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,257053,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,257053,xgboost,pr_auc_benign,10,0.044551030326177396,0.001203256507390863,0.04369027247393993,0.04541178817841486
6,SYNFlood,257053,xgboost,pr_auc_ddos,10,0.8876967548340732,0.00022086215599095813,0.8875387595655135,0.8878547501026328
6,SYNFlood,282427,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,282427,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,282427,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,hybrid,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,hybrid,pr_auc_benign,10,0.03061029736482717,1.122085359151286e-05,0.030602270449719398,0.030618324279934942
6,SYNFlood,282427,hybrid,pr_auc_ddos,10,0.8832589189586454,0.001392120060846126,0.8822630562591542,0.8842547816581365
6,SYNFlood,282427,mlp,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,282427,mlp,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,mlp,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,mlp,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,mlp,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,282427,mlp,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,mlp,roc_auc,10,1.0,0.0,1.0,1.0
6,SYNFlood,282427,mlp,pr_auc_benign,10,1.0,0.0,1.0,1.0
6,SYNFlood,282427,mlp,pr_auc_ddos,10,0.9999999999999998,1.4332917616497527e-16,0.9999999999999997,0.9999999999999999
6,SYNFlood,282427,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,282427,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,282427,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,rf,pr_auc_benign,10,0.05670033999434874,0.0010548523352512363,0.05594574409152884,0.05745493589716864
6,SYNFlood,282427,rf,pr_auc_ddos,10,0.9103921113833774,0.0022528104101053334,0.9087805478986262,0.9120036748681286
6,SYNFlood,282427,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,282427,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,282427,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,282427,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,282427,xgboost,pr_auc_benign,10,0.044551030326177396,0.001203256507390863,0.04369027247393993,0.04541178817841486
6,SYNFlood,282427,xgboost,pr_auc_ddos,10,0.8876967548340732,0.00022086215599095813,0.8875387595655135,0.8878547501026328
6,SYNFlood,307759,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,307759,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,307759,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,307759,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,307759,hybrid,roc_auc,10,0.5,0.0,0.5,0.5
6,SYNFlood,307759,hybrid,pr_auc_benign,10,0.05884595137542516,0.0,0.05884595137542516,0.05884595137542516
6,SYNFlood,307759,hybrid,pr_auc_ddos,10,0.9695490196582565,0.0017625519259477417,0.9682881659658666,0.9708098733506463
6,SYNFlood,307759,mlp,accuracy,10,0.059529411764705886,0.0008225951750354135,0.05894096262541162,0.060117860904000155
6,SYNFlood,307759,mlp,precision,5,1.0,0.0,1.0,1.0
6,SYNFlood,307759,mlp,recall,10,0.00075,0.0008740073734751264,0.0001247727894998381,0.001375227210500162
6,SYNFlood,307759,mlp,f1,10,0.001497504677756296,0.001744447750430572,0.0002496019323499621,0.00274540742316263
6,SYNFlood,307759,mlp,balanced_accuracy,10,0.500375,0.0004370036867375538,0.50006238639475,0.50068761360525
6,SYNFlood,307759,mlp,mcc,5,0.009292196886438963,0.001592570318575605,0.007314759657255731,0.011269634115622195
6,SYNFlood,307759,mlp,roc_auc,10,0.5,0.0,0.5,0.5
6,SYNFlood,307759,mlp,pr_auc_benign,10,0.05884595137542516,0.0,0.05884595137542516,0.05884595137542516
6,SYNFlood,307759,mlp,pr_auc_ddos,10,0.9695490196582565,0.0017625519259477417,0.9682881659658666,0.9708098733506463
6,SYNFlood,307759,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,307759,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,307759,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,307759,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,307759,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,rf,pr_auc_benign,10,0.04741648153625992,0.0013620669485605304,0.04644211753818868,0.048390845534331164
6,SYNFlood,307759,rf,pr_auc_ddos,10,0.914426961159854,0.00027619333074497166,0.9142293843533177,0.9146245379663903
6,SYNFlood,307759,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,307759,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,307759,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,307759,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,307759,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,307759,xgboost,pr_auc_benign,10,0.03931161866422019,0.0009299605271110153,0.03864636497885477,0.039976872349585614
6,SYNFlood,307759,xgboost,pr_auc_ddos,10,0.9148642287073878,7.622889782019264e-05,0.9148096978388962,0.9149187595758794
6,SYNFlood,333019,hybrid,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,333019,hybrid,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,333019,hybrid,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,hybrid,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,hybrid,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,333019,hybrid,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,333019,hybrid,roc_auc,10,0.30076500000000006,0.024180660316321666,0.28346719765136114,0.318062802348639
6,SYNFlood,333019,hybrid,pr_auc_benign,10,0.04053651088254465,0.0012908553490073682,0.03961308859400024,0.041459933171089064
6,SYNFlood,333019,hybrid,pr_auc_ddos,10,0.9464052575765172,0.003265271946096228,0.9440694227399472,0.9487410924130871
6,SYNFlood,333019,mlp,accuracy,10,0.06458823529411764,0.0026277436184707374,0.0627084607494778,0.06646800983875747
6,SYNFlood,333019,mlp,precision,10,1.0,0.0,1.0,1.0
6,SYNFlood,333019,mlp,recall,10,0.006125,0.002791977594625159,0.004127739546320178,0.008122260453679822
6,SYNFlood,333019,mlp,f1,10,0.012161685378572654,0.0055016303261837506,0.008226056130542225,0.016097314626603083
6,SYNFlood,333019,mlp,balanced_accuracy,10,0.5030625,0.0013959887973125917,0.5020638697731601,0.5040611302268398
6,SYNFlood,333019,mlp,mcc,10,0.01862154134367172,0.004218684111017735,0.015603676530671904,0.02163940615667154
6,SYNFlood,333019,mlp,roc_auc,10,1.0,0.0,1.0,1.0
6,SYNFlood,333019,mlp,pr_auc_benign,10,1.0,0.0,1.0,1.0
6,SYNFlood,333019,mlp,pr_auc_ddos,10,0.9999999999999998,1.4332917616497527e-16,0.9999999999999997,0.9999999999999999
6,SYNFlood,333019,rf,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,333019,rf,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,333019,rf,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,rf,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,rf,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,333019,rf,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,333019,rf,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,rf,pr_auc_benign,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,333019,rf,pr_auc_ddos,10,0.9143904148048503,0.0002837507594896727,0.9141874317394699,0.9145933978702306
6,SYNFlood,333019,xgboost,accuracy,10,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705
6,SYNFlood,333019,xgboost,precision,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,333019,xgboost,recall,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,xgboost,f1,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,xgboost,balanced_accuracy,10,0.5,0.0,0.5,0.5
6,SYNFlood,333019,xgboost,mcc,0,not estimable,not estimable,not estimable,not estimable
6,SYNFlood,333019,xgboost,roc_auc,10,0.0,0.0,0.0,0.0
6,SYNFlood,333019,xgboost,pr_auc_benign,10,0.045297589180863594,0.0009707078234137708,0.044603186635687644,0.045991991726039544
