feature_set,run,scenario,training_seed,classifier,evaluated_flows,ground_truth_benign,ground_truth_ddos,predicted_benign,predicted_ddos,predicted_benign_proportion,predicted_ddos_proportion,accuracy,precision,recall,f1,balanced_accuracy,mcc,tn,fp,fn,tp,roc_auc,pr_auc_benign,pr_auc_ddos
4,seed333019,DNSAmplification,231701,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,257053,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,0.9999999999999999,1.0,0.9999999999999999
4,seed333019,DNSAmplification,257053,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.696214923729355,0.16666666666666666
4,seed333019,DNSAmplification,257053,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
4,seed333019,DNSAmplification,257053,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,282427,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
4,seed333019,DNSAmplification,282427,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6921578374335204,0.16666666666666666
4,seed333019,DNSAmplification,282427,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
4,seed333019,DNSAmplification,282427,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,307759,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,307759,mlp,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,307759,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
4,seed333019,DNSAmplification,307759,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,333019,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,333019,mlp,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,333019,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,DNSAmplification,333019,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
4,seed333019,Normal,104729,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,104729,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,104729,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,104729,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,130363,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,130363,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,130363,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,130363,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,155921,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,155921,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,155921,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,155921,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,181081,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,181081,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,181081,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,181081,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,206369,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,206369,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,206369,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,206369,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,231701,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,231701,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,231701,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,231701,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,257053,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,257053,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,257053,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,257053,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,282427,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,282427,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,282427,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,282427,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,307759,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,307759,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,307759,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,307759,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,333019,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,333019,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,333019,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,Normal,333019,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
4,seed333019,SYNFlood,104729,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06824157226414258,0.9703809800427242
4,seed333019,SYNFlood,104729,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,0.9999999999999999,0.9999999999999999
4,seed333019,SYNFlood,104729,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05767202761254314,0.8975976877761901
4,seed333019,SYNFlood,104729,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,130363,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.034346856849481806,0.883714613565037
4,seed333019,SYNFlood,130363,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.034346856849481806,0.883714613565037
4,seed333019,SYNFlood,130363,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04669794298087333,0.8839873824432648
4,seed333019,SYNFlood,130363,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04669794298087333,0.9145394061959612
4,seed333019,SYNFlood,155921,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06833829371258587,0.9703809800427242
4,seed333019,SYNFlood,155921,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,0.9999999999999999
4,seed333019,SYNFlood,155921,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05654543233602854,0.8985013352099004
4,seed333019,SYNFlood,155921,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,181081,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06838309315694792,0.9703809800427242
4,seed333019,SYNFlood,181081,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,0.9999999999999999
4,seed333019,SYNFlood,181081,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9099561794414736
4,seed333019,SYNFlood,181081,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,206369,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06824157226414258,0.9703809800427242
4,seed333019,SYNFlood,206369,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06824157226414258,0.9703809800427242
4,seed333019,SYNFlood,206369,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.8869922706910479
4,seed333019,SYNFlood,206369,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,231701,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06833829371258587,0.9703809800427242
4,seed333019,SYNFlood,231701,mlp,850,50,800,847,3,0.9964705882352941,0.0035294117647058825,0.06235294117647059,1.0,0.00375,0.007471980074719801,0.501875,0.01487849251609039,50,0,797,3,0.9292,0.8617009693197912,0.9955820037350739
4,seed333019,SYNFlood,231701,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05660779980127729,0.8855883717188351
4,seed333019,SYNFlood,231701,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,257053,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03561057102031298,0.883714613565037
4,seed333019,SYNFlood,257053,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06824157226414258,0.9703809800427242
4,seed333019,SYNFlood,257053,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05767202761254314,0.8995819459859415
4,seed333019,SYNFlood,257053,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,282427,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06838309315694792,0.9703809800427242
4,seed333019,SYNFlood,282427,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,0.9999999999999999
4,seed333019,SYNFlood,282427,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.056670392405245316,0.9144150254422898
4,seed333019,SYNFlood,282427,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05773713018776415,0.9109586056644879
4,seed333019,SYNFlood,307759,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03429495383953296,0.8950529991216889
4,seed333019,SYNFlood,307759,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06591056993314026,0.9703809800427242
4,seed333019,SYNFlood,307759,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04669794298087333,0.8952602543730822
4,seed333019,SYNFlood,307759,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04669794298087333,0.9145394061959612
4,seed333019,SYNFlood,333019,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03548757773267165,0.8837120444032004
4,seed333019,SYNFlood,333019,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03548757773267165,0.8991743231912988
4,seed333019,SYNFlood,333019,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.058823529411764705,0.8839873824432648
4,seed333019,SYNFlood,333019,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.059399999999999994,0.05352080344332855,0.9205326797385621
4,seed333019,UDPFlood,104729,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,104729,mlp,72,52,20,50,22,0.6944444444444444,0.3055555555555556,0.9722222222222222,0.9090909090909091,1.0,0.9523809523809523,0.9807692307692308,0.9349469900084573,50,2,0,20,1.0,1.0000000000000002,1.0
4,seed333019,UDPFlood,104729,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,104729,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,130363,hybrid,72,52,20,51,21,0.7083333333333334,0.2916666666666667,0.9861111111111112,0.9523809523809523,1.0,0.975609756097561,0.9903846153846154,0.9664708656063741,51,1,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,130363,mlp,72,52,20,51,21,0.7083333333333334,0.2916666666666667,0.9861111111111112,0.9523809523809523,1.0,0.975609756097561,0.9903846153846154,0.9664708656063741,51,1,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,130363,rf,72,52,20,51,21,0.7083333333333334,0.2916666666666667,0.9861111111111112,0.9523809523809523,1.0,0.975609756097561,0.9903846153846154,0.9664708656063741,51,1,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,130363,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,0.9999999999999999,1.0,1.0
4,seed333019,UDPFlood,155921,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,155921,mlp,72,52,20,70,2,0.9722222222222222,0.027777777777777776,0.6944444444444444,0.0,0.0,0.0,0.4807692307692308,-0.10482848367219183,50,2,20,0,0.0,0.5297186539482825,0.2777777777777778
4,seed333019,UDPFlood,155921,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,155921,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,181081,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,0.9999999999999999
4,seed333019,UDPFlood,181081,mlp,72,52,20,70,2,0.9722222222222222,0.027777777777777776,0.6944444444444444,0.0,0.0,0.0,0.4807692307692308,-0.10482848367219183,50,2,20,0,0.0,0.5276495868591164,0.2777777777777778
4,seed333019,UDPFlood,181081,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,181081,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,206369,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,206369,mlp,72,52,20,50,22,0.6944444444444444,0.3055555555555556,0.9722222222222222,0.9090909090909091,1.0,0.9523809523809523,0.9807692307692308,0.9349469900084573,50,2,0,20,1.0,1.0000000000000002,1.0
4,seed333019,UDPFlood,206369,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0000000000000002
4,seed333019,UDPFlood,206369,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,231701,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,0.9999999999999999
4,seed333019,UDPFlood,231701,mlp,72,52,20,70,2,0.9722222222222222,0.027777777777777776,0.6944444444444444,0.0,0.0,0.0,0.4807692307692308,-0.10482848367219183,50,2,20,0,0.0,0.528958544492521,0.2777777777777778
4,seed333019,UDPFlood,231701,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,231701,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,257053,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,257053,mlp,72,52,20,70,2,0.9722222222222222,0.027777777777777776,0.6944444444444444,0.0,0.0,0.0,0.4807692307692308,-0.10482848367219183,50,2,20,0,0.0,0.5319246203108802,0.264832285115304
4,seed333019,UDPFlood,257053,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,257053,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,282427,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,282427,mlp,72,52,20,70,2,0.9722222222222222,0.027777777777777776,0.6944444444444444,0.0,0.0,0.0,0.4807692307692308,-0.10482848367219183,50,2,20,0,0.0,0.5276168629182814,0.2777777777777778
4,seed333019,UDPFlood,282427,rf,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,282427,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,307759,hybrid,72,52,20,51,21,0.7083333333333334,0.2916666666666667,0.9861111111111112,0.9523809523809523,1.0,0.975609756097561,0.9903846153846154,0.9664708656063741,51,1,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,307759,mlp,72,52,20,50,22,0.6944444444444444,0.3055555555555556,0.9722222222222222,0.9090909090909091,1.0,0.9523809523809523,0.9807692307692308,0.9349469900084573,50,2,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,307759,rf,72,52,20,51,21,0.7083333333333334,0.2916666666666667,0.9861111111111112,0.9523809523809523,1.0,0.975609756097561,0.9903846153846154,0.9664708656063741,51,1,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,307759,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,0.9999999999999999,1.0,1.0
4,seed333019,UDPFlood,333019,hybrid,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,333019,mlp,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,333019,rf,72,52,20,51,21,0.7083333333333334,0.2916666666666667,0.9861111111111112,0.9523809523809523,1.0,0.975609756097561,0.9903846153846154,0.9664708656063741,51,1,0,20,1.0,1.0,1.0
4,seed333019,UDPFlood,333019,xgboost,72,52,20,52,20,0.7222222222222222,0.2777777777777778,1.0,1.0,1.0,1.0,1.0,1.0,52,0,0,20,1.0,1.0,1.0
6,seed104729,DNSAmplification,104729,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed104729,DNSAmplification,104729,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6498195682033032,0.16666666666666666
6,seed104729,DNSAmplification,104729,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed104729,DNSAmplification,104729,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed104729,DNSAmplification,130363,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
