feature_set,run,scenario,training_seed,classifier,evaluated_flows,ground_truth_benign,ground_truth_ddos,predicted_benign,predicted_ddos,predicted_benign_proportion,predicted_ddos_proportion,accuracy,precision,recall,f1,balanced_accuracy,mcc,tn,fp,fn,tp,roc_auc,pr_auc_benign,pr_auc_ddos
6,seed130363,UDPFlood,282427,xgboost,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,1.0,1.0
6,seed130363,UDPFlood,307759,hybrid,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,1.0,1.0
6,seed130363,UDPFlood,307759,mlp,70,50,20,70,0,1.0,0.0,0.7142857142857143,not estimable,0.0,0.0,0.5,not estimable,50,0,20,0,0.0,0.5059611598022441,0.2857142857142857
6,seed130363,UDPFlood,307759,rf,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,0.9999999999999999,1.0
6,seed130363,UDPFlood,307759,xgboost,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,1.0,1.0
6,seed130363,UDPFlood,333019,hybrid,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,1.0,1.0000000000000002
6,seed130363,UDPFlood,333019,mlp,70,50,20,70,0,1.0,0.0,0.7142857142857143,not estimable,0.0,0.0,0.5,not estimable,50,0,20,0,0.0,0.5059611598022441,0.2857142857142857
6,seed130363,UDPFlood,333019,rf,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,0.9999999999999999,1.0
6,seed130363,UDPFlood,333019,xgboost,70,50,20,50,20,0.7142857142857143,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,20,1.0,1.0,1.0
6,seed155921,DNSAmplification,104729,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,104729,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6498195682033032,0.16666666666666666
6,seed155921,DNSAmplification,104729,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
6,seed155921,DNSAmplification,104729,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,130363,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,130363,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6498195682033032,0.16666666666666666
6,seed155921,DNSAmplification,130363,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,130363,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,155921,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,155921,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.8333333333333334,0.16666666666666666
6,seed155921,DNSAmplification,155921,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,155921,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,181081,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
6,seed155921,DNSAmplification,181081,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.8333333333333334,0.16666666666666666
6,seed155921,DNSAmplification,181081,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,181081,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,206369,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,206369,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6925642932451369,0.16666666666666666
6,seed155921,DNSAmplification,206369,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,206369,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,231701,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
6,seed155921,DNSAmplification,231701,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.8333333333333334,0.16666666666666666
6,seed155921,DNSAmplification,231701,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
6,seed155921,DNSAmplification,231701,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,257053,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,257053,mlp,60,50,10,59,1,0.9833333333333333,0.016666666666666666,0.8166666666666667,0.0,0.0,0.0,0.49,-0.0582222509739582,49,1,10,0,0.0,0.6498195682033032,0.16666666666666666
6,seed155921,DNSAmplification,257053,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,257053,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,282427,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,0.9999999999999999
6,seed155921,DNSAmplification,282427,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6499697183534535,0.16666666666666666
6,seed155921,DNSAmplification,282427,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,282427,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,307759,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,307759,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6498195682033032,0.16666666666666666
6,seed155921,DNSAmplification,307759,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,307759,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,333019,hybrid,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,333019,mlp,60,50,10,60,0,1.0,0.0,0.8333333333333334,not estimable,0.0,0.0,0.5,not estimable,50,0,10,0,0.0,0.6498195682033032,0.16666666666666666
6,seed155921,DNSAmplification,333019,rf,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,DNSAmplification,333019,xgboost,60,50,10,50,10,0.8333333333333334,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,50,0,0,10,1.0,1.0,1.0
6,seed155921,Normal,104729,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,104729,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,104729,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,104729,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,130363,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,130363,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,130363,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,130363,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,155921,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,155921,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,155921,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,155921,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,181081,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,181081,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,181081,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,181081,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,206369,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,206369,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,206369,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,206369,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,231701,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,231701,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,231701,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,231701,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,257053,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,257053,mlp,50,50,0,49,1,0.98,0.02,0.98,0.0,not estimable,0.0,not estimable,not estimable,49,1,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,257053,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,257053,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,282427,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,282427,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,282427,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,282427,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,307759,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,307759,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,307759,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,307759,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,333019,hybrid,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,333019,mlp,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,333019,rf,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,Normal,333019,xgboost,50,50,0,50,0,1.0,0.0,1.0,not estimable,not estimable,not estimable,not estimable,not estimable,50,0,0,0,not estimable,not estimable,not estimable
6,seed155921,SYNFlood,104729,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.05884595137542516,0.9665906239026092
6,seed155921,SYNFlood,104729,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,1.0
6,seed155921,SYNFlood,104729,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.058823529411764705,0.9127838076010485
6,seed155921,SYNFlood,104729,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,130363,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.05884595137542516,0.9665906239026092
6,seed155921,SYNFlood,130363,mlp,850,50,800,450,400,0.5294117647058824,0.47058823529411764,0.5294117647058824,1.0,0.5,0.6666666666666666,0.75,0.23570226039551587,50,0,400,400,1.0,1.0,1.0
6,seed155921,SYNFlood,130363,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04698837618879887,0.9127602404818932
6,seed155921,SYNFlood,130363,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03973461478077507,0.9149291139276919
6,seed155921,SYNFlood,155921,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.08320503120695705,0.9665906239026092
6,seed155921,SYNFlood,155921,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,1.0
6,seed155921,SYNFlood,155921,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05657033885873551,0.8996793042751908
6,seed155921,SYNFlood,155921,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,181081,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0012500000000000002,0.04381318547238068,0.882612233320445
6,seed155921,SYNFlood,181081,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,1.0
6,seed155921,SYNFlood,181081,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05657033885873551,0.8979604942338696
6,seed155921,SYNFlood,181081,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,206369,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.06967434458779924,0.9665906239026092
6,seed155921,SYNFlood,206369,mlp,850,50,800,450,400,0.5294117647058824,0.47058823529411764,0.5294117647058824,1.0,0.5,0.6666666666666666,0.75,0.23570226039551587,50,0,400,400,1.0,0.9999999999999999,1.0
6,seed155921,SYNFlood,206369,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.058823529411764705,0.914909257318369
6,seed155921,SYNFlood,206369,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,231701,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04376127099807669,0.8956813821733738
6,seed155921,SYNFlood,231701,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,0.9999999999999999
6,seed155921,SYNFlood,231701,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05657033885873551,0.9118653656431126
6,seed155921,SYNFlood,231701,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,257053,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.030594048341956906,0.8813867431243666
6,seed155921,SYNFlood,257053,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.024875000000000022,0.030722082353465116,0.8850998743696201
6,seed155921,SYNFlood,257053,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.058823529411764705,0.9146620014228418
6,seed155921,SYNFlood,257053,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,282427,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03061741432925749,0.8813867431243666
6,seed155921,SYNFlood,282427,mlp,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,1.0,1.0,1.0
6,seed155921,SYNFlood,282427,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.05657033885873551,0.9127838076010485
6,seed155921,SYNFlood,282427,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.045153690204230185,0.8875752580067404
6,seed155921,SYNFlood,307759,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.5,0.05884595137542516,0.9665906239026092
6,seed155921,SYNFlood,307759,mlp,850,50,800,849,1,0.9988235294117647,0.001176470588235294,0.06,1.0,0.00125,0.0024968789013732834,0.500625,0.008579977788182253,50,0,799,1,0.5,0.05884595137542516,0.9665906239026092
6,seed155921,SYNFlood,307759,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04698837618879887,0.9146620014228418
6,seed155921,SYNFlood,307759,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.03973461478077507,0.9149291139276919
6,seed155921,SYNFlood,333019,hybrid,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.27725,0.039193998216428313,0.9408689148956807
6,seed155921,SYNFlood,333019,mlp,850,50,800,847,3,0.9964705882352941,0.0035294117647058825,0.06235294117647059,1.0,0.00375,0.007471980074719801,0.501875,0.01487849251609039,50,0,797,3,1.0,1.0,1.0
6,seed155921,SYNFlood,333019,rf,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.058823529411764705,0.9146620014228418
6,seed155921,SYNFlood,333019,xgboost,850,50,800,850,0,1.0,0.0,0.058823529411764705,not estimable,0.0,0.0,0.5,not estimable,50,0,800,0,0.0,0.04589819281445748,0.914909257318369
6,seed155921,UDPFlood,104729,hybrid,73,53,20,52,21,0.7123287671232876,0.2876712328767123,0.9863013698630136,0.9523809523809523,1.0,0.975609756097561,0.9905660377358491,0.9666496265189555,52,1,0,20,0.9622641509433962,0.9895896154619338,0.8098336897021107
6,seed155921,UDPFlood,104729,mlp,73,53,20,70,3,0.958904109589041,0.0410958904109589,0.684931506849315,0.0,0.0,0.0,0.4716981132075472,-0.1271711710197892,50,3,20,0,0.0,0.5193744699241333,0.273972602739726
6,seed155921,UDPFlood,104729,rf,73,53,20,52,21,0.7123287671232876,0.2876712328767123,0.9863013698630136,0.9523809523809523,1.0,0.975609756097561,0.9905660377358491,0.9666496265189555,52,1,0,20,0.9811320754716981,0.9948307056086845,0.9050595238095239
6,seed155921,UDPFlood,104729,xgboost,73,53,20,53,20,0.726027397260274,0.273972602739726,1.0,1.0,1.0,1.0,1.0,1.0,53,0,0,20,1.0,1.0,1.0
6,seed155921,UDPFlood,130363,hybrid,73,53,20,53,20,0.726027397260274,0.273972602739726,1.0,1.0,1.0,1.0,1.0,1.0,53,0,0,20,0.9811320754716981,0.9948307056086845,0.8935714285714286
6,seed155921,UDPFlood,130363,mlp,73,53,20,71,2,0.9726027397260274,0.0273972602739726,0.6986301369863014,0.0,0.0,0.0,0.4811320754716981,-0.1031010021079477,51,2,20,0,0.0,0.5182003295990496,0.24931945020986115
6,seed155921,UDPFlood,130363,rf,73,53,20,53,20,0.726027397260274,0.273972602739726,1.0,1.0,1.0,1.0,1.0,1.0,53,0,0,20,1.0,1.0,1.0
6,seed155921,UDPFlood,130363,xgboost,73,53,20,53,20,0.726027397260274,0.273972602739726,1.0,1.0,1.0,1.0,1.0,1.0,53,0,0,20,1.0,1.0,1.0
6,seed155921,UDPFlood,155921,hybrid,73,53,20,52,21,0.7123287671232876,0.2876712328767123,0.9863013698630136,0.9523809523809523,1.0,0.975609756097561,0.9905660377358491,0.9666496265189555,52,1,0,20,0.9811320754716981,0.9948307056086844,0.900008700449877
6,seed155921,UDPFlood,155921,mlp,73,53,20,72,1,0.9863013698630136,0.0136986301369863,0.7123287671232876,0.0,0.0,0.0,0.49056603773584906,-0.07239537379384489,52,1,20,0,0.0,0.7070442087101103,0.273972602739726
6,seed155921,UDPFlood,155921,rf,73,53,20,52,21,0.7123287671232876,0.2876712328767123,0.9863013698630136,0.9523809523809523,1.0,0.975609756097561,0.9905660377358491,0.9666496265189555,52,1,0,20,1.0,1.0,1.0
6,seed155921,UDPFlood,155921,xgboost,73,53,20,53,20,0.726027397260274,0.273972602739726,1.0,1.0,1.0,1.0,1.0,1.0,53,0,0,20,1.0,1.0,1.0
6,seed155921,UDPFlood,181081,hybrid,73,53,20,53,20,0.726027397260274,0.273972602739726,1.0,1.0,1.0,1.0,1.0,1.0,53,0,0,20,1.0,1.0,1.0000000000000002
6,seed155921,UDPFlood,181081,mlp,73,53,20,73,0,1.0,0.0,0.726027397260274,not estimable,0.0,0.0,0.5,not estimable,53,0,20,0,0.0,0.7109046536263869,0.273972602739726
