feature_set,model,n_seeds,fpr,mean_tpr,sd_tpr
8,xgboost,10,0.046,0.9970053337363669,0.0017638170019449579
8,xgboost,10,0.047,0.9972626630259545,0.0015863155710767003
8,xgboost,10,0.048,0.9972626630259545,0.0015863155710767003
8,xgboost,10,0.049,0.9972626630259545,0.0015863155710767003
8,xgboost,10,0.05,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.051000000000000004,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.052000000000000005,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.053,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.054,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.055,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.056,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.057,0.9974234938319466,0.0014753860555189909
8,xgboost,10,0.058,0.9975843246379383,0.0013644653686946608
8,xgboost,10,0.059000000000000004,0.9975843246379383,0.0013644653686946608
8,xgboost,10,0.06,0.9976164907991368,0.0013422824833873768
8,xgboost,10,0.061,0.9976164907991368,0.0013422824833873768
8,xgboost,10,0.062,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.063,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.064,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.065,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.066,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.067,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.068,0.9976486569603352,0.001320100064525723
8,xgboost,10,0.069,0.9977451554439305,0.001253555854233032
8,xgboost,10,0.07,0.9977451554439305,0.001253555854233032
8,xgboost,10,0.07100000000000001,0.9977451554439305,0.001253555854233032
8,xgboost,10,0.07200000000000001,0.9977451554439305,0.001253555854233032
8,xgboost,10,0.073,0.9977451554439305,0.001253555854233032
8,xgboost,10,0.074,0.997777321605129,0.0012313755576902486
8,xgboost,10,0.075,0.9977954375471579,0.0012598286737290545
8,xgboost,10,0.076,0.9977954375471579,0.0012598286737290545
8,xgboost,10,0.077,0.9977954375471579,0.0012598286737290545
8,xgboost,10,0.078,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.079,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.08,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.081,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.082,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.083,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.084,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.085,0.9986639238995153,0.0006607098005711347
8,xgboost,10,0.08600000000000001,0.99867298187053,0.0006749748518368989
8,xgboost,10,0.08700000000000001,0.99867298187053,0.0006749748518368989
8,xgboost,10,0.088,0.9987051480317284,0.0006527810648820721
8,xgboost,10,0.089,0.9987051480317284,0.0006527810648820721
8,xgboost,10,0.09,0.9987369276927452,0.000703991761890113
8,xgboost,10,0.091,0.9987369276927452,0.000703991761890113
8,xgboost,10,0.092,0.9987369276927452,0.000703991761890113
8,xgboost,10,0.093,0.9987369276927452,0.000703991761890113
8,xgboost,10,0.094,0.9987369276927452,0.000703991761890113
8,xgboost,10,0.095,0.9987505914117332,0.0007259845922097127
8,xgboost,10,0.096,0.9990400868625189,0.0005262604990705583
8,xgboost,10,0.097,0.9990400868625189,0.0005262604990705583
8,xgboost,10,0.098,0.9990400868625189,0.0005262604990705583
8,xgboost,10,0.099,0.9990722530237173,0.0005040712201306275
8,xgboost,10,0.1,0.9990722530237173,0.0005040712201306275
8,xgboost,10,0.101,0.9990722530237173,0.0005040712201306275
8,xgboost,10,0.10200000000000001,0.9990722530237173,0.0005040712201306275
8,xgboost,10,0.10300000000000001,0.9991687515073124,0.00043750793715569865
8,xgboost,10,0.10400000000000001,0.9993939146357015,0.00028224314495280947
8,xgboost,10,0.105,0.9993939146357015,0.00028224314495280947
8,xgboost,10,0.106,0.9993939146357015,0.00028224314495280947
8,xgboost,10,0.107,0.9993939146357015,0.00028224314495280947
8,xgboost,10,0.108,0.9993939146357015,0.00028224314495280947
