comparison_type,stratum,metric,left,right,matched_seeds,mean_difference_left_minus_right,difference_ci95_low,difference_ci95_high,paired_t_p,status,p_holm,significant_after_holm_0.05
model,4,mcc,mlp,xgboost,10,-0.11508835548720028,-0.1270099877180514,-0.10316672325634918,4.175272328328044e-09,tested,1.0521686267386671e-06,True
model,4,accuracy,rf,xgboost,10,-0.001286474277933758,-0.0019644025806919278,-0.0006085459751755881,0.0020118039052385264,tested,0.3118296053119716,False
model,4,precision,rf,xgboost,10,-0.0013762772830017034,-0.0015497492943762764,-0.0012028052716271304,2.3545431851326837e-08,tested,5.627358212467114e-06,True
model,4,recall,rf,xgboost,10,-0.0011753032420063314,-0.002538138343688519,0.00018753185967585666,0.08285023614776203,tested,1.0,False
model,4,f1,rf,xgboost,10,-0.0012780965402693356,-0.0019629113922008026,-0.0005932816883378686,0.0022330002986203656,tested,0.3371830450916752,False
model,4,roc_auc,rf,xgboost,10,-0.00019299081071206815,-0.00023989901996788004,-0.00014608260145625626,6.4837918019292425e-06,tested,0.0013745638620089994,True
model,4,pr_auc_benign,rf,xgboost,10,-0.0001869876096690093,-0.00022863731321401106,-0.00014533790612400753,3.1451377077452673e-06,tested,0.0006730594694574871,True
model,4,pr_auc_ddos,rf,xgboost,10,-0.00016343455906270288,-0.000214992280212547,-0.00011187683791285876,5.246023542489745e-05,tested,0.010439586849554592,True
model,4,balanced_accuracy,rf,xgboost,10,-0.001291937505265961,-0.0019675867214659143,-0.0006162882890660075,0.0019174940102918987,tested,0.2991290656055362,False
model,4,mcc,rf,xgboost,10,-0.002568335396437915,-0.003948993131958273,-0.0011876776609175575,0.0022791242137028393,tested,0.3418686320554259,False
model,6,accuracy,hybrid,mlp,10,0.004005779102290696,-1.905873317409844e-05,0.00803061693775549,0.05088297021143011,tested,1.0,False
model,6,precision,hybrid,mlp,10,0.004019683349545056,-0.0008326518198861523,0.008872018518976264,0.09370271648711721,tested,1.0,False
model,6,recall,hybrid,mlp,10,0.0038453094590253146,-0.0022595536687637584,0.009950172586814387,0.18793293110801376,tested,1.0,False
model,6,f1,hybrid,mlp,10,0.003968679589679391,-5.749737577694786e-05,0.00799485655513573,0.05270956063775787,tested,1.0,False
model,6,roc_auc,hybrid,mlp,10,0.002564542370941514,-0.0005260571988104038,0.005655141940693432,0.0932351650812267,tested,1.0,False
model,6,pr_auc_benign,hybrid,mlp,10,0.004701500435269357,-0.0019109519737276915,0.011313952844266405,0.14220679277280932,tested,1.0,False
model,6,pr_auc_ddos,hybrid,mlp,10,0.0019925984010060625,0.000316476809807135,0.00366871999220499,0.02482552462215321,tested,1.0,False
model,6,balanced_accuracy,hybrid,mlp,10,0.004015361034099418,-1.6110741938447914e-05,0.008046832810137284,0.05074416552335816,tested,1.0,False
model,6,mcc,hybrid,mlp,10,0.007938467058550258,-0.0001031923221164674,0.015980126439216983,0.05242827987068287,tested,1.0,False
model,6,accuracy,hybrid,rf,10,8.019056002750435e-05,-3.0365791406388853e-05,0.00019074691146139756,0.13525263932338455,tested,1.0,False
model,6,precision,hybrid,rf,10,-0.0006387272732512606,-0.0008988998890176682,-0.000378554657484853,0.0003547700887887163,tested,0.06279430571560278,False
model,6,recall,hybrid,rf,10,0.0008390463486649069,0.0006549019664775064,0.0010231907308523075,2.7795105288129016e-06,tested,0.0005975947636947739,True
model,6,f1,hybrid,rf,10,8.969798776881088e-05,-1.8781776034530563e-05,0.00019817775157215234,0.09422408247519352,tested,1.0,False
model,6,roc_auc,hybrid,rf,10,-0.00016047447347522503,-0.0004493553987126184,0.00012840645176216833,0.24051991853947022,tested,1.0,False
model,6,pr_auc_benign,hybrid,rf,10,-0.0002508852976576215,-0.0005918159178884292,9.004532257318618e-05,0.13033220691807115,tested,1.0,False
model,6,pr_auc_ddos,hybrid,rf,10,-0.0001423939150581699,-0.00036008405801640547,7.529622790006569e-05,0.17308172979623807,tested,1.0,False
model,6,balanced_accuracy,hybrid,rf,10,7.846495200096726e-05,-3.2040022861031886e-05,0.0001889699268629664,0.14267851639022155,tested,1.0,False
model,6,mcc,hybrid,rf,10,0.00018156872451554617,-3.821032965441867e-05,0.000401347778685511,0.09446966196697348,tested,1.0,False
