seed,left_feature_set,left_model,right_feature_set,right_model,matched_observations,left_error_right_correct,left_correct_right_error,discordant,mcnemar_exact_p,paired_error_difference_left_minus_right,error_difference_ci95_low,error_difference_ci95_high,status,mcnemar_p_holm,significant_after_holm_0.05
231701,4,xgboost,6,hybrid,43500,91,52,143,0.001398274935020517,0.000896551724137931,0.0003578024190040883,0.0014353010292717737,tested,0.3006291110294112,False
231701,4,xgboost,6,mlp,43500,487,187,674,1.0152610778415215e-31,0.006896551724137931,0.005728575084924967,0.008064528363350896,tested,4.8326427305256423e-29,True
231701,4,xgboost,6,rf,43500,99,63,162,0.005792604049686933,0.0008275862068965517,0.0002541443699903725,0.0014010280438027309,tested,1.0,False
231701,4,xgboost,6,xgboost,43500,97,54,151,0.0005846387710440832,0.0009885057471264369,0.00043490184129951965,0.001542109652953354,tested,0.13739011119535957,False
231701,4,xgboost,8,hybrid,43500,98,68,166,0.024103430673146863,0.000689655172413793,0.00010915977028479336,0.0012701505745427927,tested,1.0,False
231701,4,xgboost,8,mlp,43500,88,117,205,0.05024626565236795,-0.0006666666666666666,-0.0013117684715626763,-2.1564861770656963e-05,tested,1.0,False
231701,4,xgboost,8,rf,43500,111,58,169,5.56233723726147e-05,0.0012183908045977011,0.0006327488639613901,0.0018040327452340122,tested,0.015685791009077348,True
231701,4,xgboost,8,xgboost,43500,99,73,172,0.05630366806880822,0.0005977011494252873,6.797857250903086e-06,0.0011886044415996715,tested,1.0,False
231701,6,hybrid,6,mlp,43500,412,151,563,5.882119394042469e-29,0.006,0.004932369035445568,0.007067630964554432,tested,2.7234212794416633e-26,True
231701,6,hybrid,6,rf,43500,21,24,45,0.765991824244793,-6.896551724137931e-05,-0.00037122300257022204,0.00023329196808746338,tested,1.0,False
231701,6,hybrid,6,xgboost,43500,14,10,24,0.5412561893463135,9.195402298850575e-05,-0.00012878245015532315,0.00031269049613233467,tested,1.0,False
231701,6,hybrid,8,hybrid,43500,19,28,47,0.24296021728332556,-0.00020689655172413793,-0.0005157924433223608,0.00010199933987408485,tested,1.0,False
231701,6,hybrid,8,mlp,43500,14,82,96,7.242756461984744e-13,-0.0015632183908045978,-0.002004450233480819,-0.0011219865481283764,tested,2.6725771344723705e-10,True
231701,6,hybrid,8,rf,43500,37,23,60,0.09246098107292373,0.0003218390804597701,-2.7165497794455127e-05,0.0006708436587139954,tested,1.0,False
231701,6,hybrid,8,xgboost,43500,19,32,51,0.09191454981585423,-0.00029885057471264366,-0.0006206167231555437,2.2915573730256425e-05,tested,1.0,False
231701,6,mlp,6,rf,43500,172,436,608,2.148201121011286e-27,-0.006068965517241379,-0.007178525058639116,-0.004959405975843642,tested,9.795797111811463e-25,True
231701,6,mlp,6,xgboost,43500,165,422,587,6.2680165534134405e-27,-0.005908045977011494,-0.0069983018725360505,-0.004817790081486938,tested,2.8394114986962886e-24,True
231701,6,mlp,8,hybrid,43500,166,436,602,6.469432987936752e-29,-0.006206896551724138,-0.0073108854580069774,-0.005102907645441298,tested,2.98887804042678e-26,True
231701,6,mlp,8,mlp,43500,114,443,557,9.436640682076634e-47,-0.007563218390804598,-0.008624247170041512,-0.006502189611567685,tested,4.7655035444487e-44,True
231701,6,mlp,8,rf,43500,187,434,621,1.416234428618799e-23,-0.00567816091954023,-0.006799731561409065,-0.0045565902776713955,tested,6.217269141636528e-21,True
231701,6,mlp,8,xgboost,43500,166,440,606,1.4524137086280125e-29,-0.006298850574712644,-0.0074064655064278355,-0.005191235642997452,tested,6.797296156379099e-27,True
231701,6,rf,6,xgboost,43500,38,31,69,0.47036853185814453,0.00016091954022988506,-0.0002133571727654532,0.0005351962532252233,tested,1.0,False
231701,6,rf,8,hybrid,43500,14,20,34,0.39152830513194203,-0.00013793103448275863,-0.0004006588042856083,0.00012479673532009102,tested,1.0,False
231701,6,rf,8,mlp,43500,31,96,127,6.327437536723091e-09,-0.0014942528735632185,-0.002001836418485001,-0.0009866693286414362,tested,2.081726949581897e-06,True
231701,6,rf,8,rf,43500,18,1,19,7.62939453125e-05,0.00039080459770114945,0.0001944357171785351,0.0005871734782237638,tested,0.020283390107483208,True
231701,6,rf,8,xgboost,43500,20,30,50,0.20263875106454066,-0.00022988505747126436,-0.0005484858299876131,8.871571504508437e-05,tested,1.0,False
231701,6,xgboost,8,hybrid,43500,19,32,51,0.09191454981585423,-0.00029885057471264366,-0.0006206167231555437,2.291557373025637e-05,tested,1.0,False
231701,6,xgboost,8,mlp,43500,18,90,108,1.0657835390692565e-12,-0.0016551724137931034,-0.002123170353379816,-0.0011871744742063908,tested,3.900767752993479e-10,True
231701,6,xgboost,8,rf,43500,39,29,68,0.2749903961710005,0.00022988505747126436,-0.00014166635921469717,0.0006014364741572259,tested,1.0,False
231701,6,xgboost,8,xgboost,43500,13,30,43,0.0137181850586785,-0.00039080459770114945,-0.0006862467655820155,-9.536242982028335e-05,tested,1.0,False
231701,8,hybrid,8,mlp,43500,22,81,103,4.066928917928941e-09,-0.0013563218390804598,-0.0018134328119902472,-0.0008992108661706724,tested,1.3420865429165506e-06,True
231701,8,hybrid,8,rf,43500,26,3,29,1.5236437320709229e-05,0.0005287356321839081,0.0002861418154945345,0.0007713294488732817,tested,0.004494749009609222,True
231701,8,hybrid,8,xgboost,43500,6,10,16,0.454498291015625,-9.195402298850575e-05,-0.00027218390804597696,8.827586206896548e-05,tested,1.0,False
231701,8,mlp,8,rf,43500,107,25,132,2.7976456925235377e-13,0.001885057471264368,0.0013676837820975163,0.0024024311604312195,tested,1.0435218433112796e-10,True
231701,8,mlp,8,xgboost,43500,87,32,119,4.693404946065789e-07,0.001264367816091954,0.0007729868212396179,0.0017557488109442901,tested,0.00014643423431725261,True
231701,8,rf,8,xgboost,43500,9,36,45,6.57466324582856e-05,-0.0006206896551724138,-0.0009228915475496824,-0.00031848776279514536,tested,0.018014577293570255,True
257053,4,hybrid,4,mlp,43500,18,2556,2574,0.0,-0.0583448275862069,-0.060564097460949165,-0.05612555771146463,tested,0.0,True
257053,4,hybrid,4,rf,43500,26,86,112,1.100922308456013e-08,-0.001379310344827586,-0.001855983072293183,-0.0009026376173619892,tested,3.6000159486511626e-06,True
257053,4,hybrid,4,xgboost,43500,49,55,104,0.624143515844679,-0.00013793103448275863,-0.0005974323383131892,0.00032157026934767185,tested,1.0,False
257053,4,hybrid,6,hybrid,43500,88,55,143,0.007236668583844173,0.0007586206896551724,0.00021985267279564643,0.0012973887065146983,tested,1.0,False
257053,4,hybrid,6,mlp,43500,75,122,197,0.000997823615694285,-0.0010804597701149425,-0.0017127972690648362,-0.00044812227116504877,tested,0.21952119545274268,False
257053,4,hybrid,6,rf,43500,94,58,152,0.0043709380726187136,0.0008275862068965517,0.00027212845294117746,0.0013830439608519258,tested,0.8567038622332679,False
257053,4,hybrid,6,xgboost,43500,94,57,151,0.0032594073594768742,0.0008505747126436781,0.0002969505738990236,0.0014041988513883326,tested,0.6584002866143286,False
257053,4,hybrid,8,hybrid,43500,95,67,162,0.03357225212016418,0.0006436781609195402,7.021548884296588e-05,0.0012171408329961146,tested,1.0,False
257053,4,hybrid,8,mlp,43500,91,207,298,1.5063545924891625e-11,-0.0026666666666666666,-0.0034440843512607514,-0.0018892489820725817,tested,5.347558803336527e-09,True
257053,4,hybrid,8,rf,43500,101,54,155,0.0001986124230187889,0.0010804597701149425,0.0005195842293214122,0.0016413353109084729,tested,0.04885865606262207,True
257053,4,hybrid,8,xgboost,43500,94,74,168,0.14245334559436534,0.0004597701149425287,-0.0001242321903264393,0.0010437724202114968,tested,1.0,False
257053,4,mlp,4,rf,43500,2582,104,2686,0.0,0.05696551724137931,0.054692503817953396,0.05923853066480523,tested,0.0,True
257053,4,mlp,4,xgboost,43500,2605,73,2678,0.0,0.05820689655172414,0.055940242263822465,0.060473550839625814,tested,0.0,True
257053,4,mlp,6,hybrid,43500,2621,50,2671,0.0,0.05910344827586207,0.0568419837887005,0.061364912763023645,tested,0.0,True
257053,4,mlp,6,mlp,43500,2547,56,2603,0.0,0.057264367816091954,0.05502940322847175,0.059499332403712156,tested,0.0,True
257053,4,mlp,6,rf,43500,2638,64,2702,0.0,0.05917241379310345,0.056897235087632725,0.06144759249857418,tested,0.0,True
257053,4,mlp,6,xgboost,43500,2627,52,2679,0.0,0.05919540229885058,0.05693056174951797,0.06146024284818318,tested,0.0,True
257053,4,mlp,8,hybrid,43500,2628,62,2690,0.0,0.058988505747126434,0.05671826465492508,0.06125874683932779,tested,0.0,True
257053,4,mlp,8,mlp,43500,2569,147,2716,0.0,0.05567816091954023,0.053388990014845636,0.05796733182423483,tested,0.0,True
257053,4,mlp,8,rf,43500,2643,58,2701,0.0,0.05942528735632184,0.05715113711004306,0.06169943760260062,tested,0.0,True
257053,4,mlp,8,xgboost,43500,2627,69,2696,0.0,0.05880459770114942,0.056531254541699584,0.06107794086059926,tested,0.0,True
257053,4,rf,4,xgboost,43500,135,81,216,0.0002909041551563692,0.0012413793103448277,0.0005792675818485939,0.0019034910388410614,tested,0.07039880554784134,False
257053,4,rf,6,hybrid,43500,125,32,157,3.459546749074522e-14,0.0021379310344827587,0.0015737136554696582,0.0027021484134958592,tested,1.3180873113973929e-11,True
257053,4,rf,6,mlp,43500,141,128,269,0.4644454930365919,0.00029885057471264366,-0.00044015005788572214,0.0010378512073110095,tested,1.0,False
257053,4,rf,6,rf,43500,110,14,124,1.168693745938568e-19,0.002206896551724138,0.0017055808337772664,0.0027082122696710097,tested,4.885139858023214e-17,True
257053,4,rf,6,xgboost,43500,131,34,165,1.2438483814035563e-14,0.0022298850574712643,0.0016514841935918224,0.0028082859213507064,tested,4.826131719845799e-12,True
257053,4,rf,8,hybrid,43500,119,31,150,2.3439580458997407e-13,0.0020229885057471263,0.0014714706619552674,0.0025745063495389853,tested,8.76640309166503e-11,True
257053,4,rf,8,mlp,43500,134,190,324,0.0021973488615296337,-0.0012873563218390805,-0.002098309890905069,-0.000476402752773092,tested,0.4570485631981638,False
257053,4,rf,8,rf,43500,117,10,127,2.6834336811059986e-24,0.0024597701149425286,0.0019525187983907312,0.0029670214314943258,tested,1.1887611207299574e-21,True
257053,4,rf,8,xgboost,43500,118,38,156,9.738534504771362e-11,0.0018390804597701149,0.0012765717991941464,0.0024015891203460833,tested,3.369532938650891e-08,True
257053,4,xgboost,6,hybrid,43500,92,53,145,0.0015119110192637602,0.000896551724137931,0.0003540471079739437,0.0014390563403019183,tested,0.32203704710318093,False
257053,4,xgboost,6,mlp,43500,79,120,199,0.004455031170218081,-0.000942528735632184,-0.0015780881742801988,-0.00030696929698416895,tested,0.8687310781925258,False
257053,4,xgboost,6,rf,43500,103,61,164,0.0012955826170011112,0.0009655172413793104,0.00038856477999381963,0.001542469702764801,tested,0.28373259312324334,False
257053,4,xgboost,6,xgboost,43500,97,54,151,0.0005846387710440832,0.0009885057471264369,0.00043490184129951965,0.001542109652953354,tested,0.13739011119535957,False
257053,4,xgboost,8,hybrid,43500,105,71,176,0.012643640165002875,0.0007816091954022989,0.00018389255032483687,0.001379325840479761,tested,1.0,False
257053,4,xgboost,8,mlp,43500,100,210,310,3.9532725831110643e-10,-0.002528735632183908,-0.003321707392030522,-0.0017357638723372942,tested,1.3362061330915398e-07,True
257053,4,xgboost,8,rf,43500,111,58,169,5.56233723726147e-05,0.0012183908045977011,0.0006327488639613901,0.0018040327452340122,tested,0.015685791009077348,True
257053,4,xgboost,8,xgboost,43500,99,73,172,0.05630366806880822,0.0005977011494252873,6.797857250903086e-06,0.0011886044415996715,tested,1.0,False
257053,6,hybrid,6,mlp,43500,18,98,116,1.649105582505255e-14,-0.0018390804597701149,-0.002324062003421247,-0.001354098916118983,tested,6.349056492645232e-12,True
257053,6,hybrid,6,rf,43500,32,29,61,0.7981526273057179,6.896551724137931e-05,-0.0002829480313094112,0.00042087906579216987,tested,1.0,False
257053,6,hybrid,6,xgboost,43500,6,2,8,0.2890625,9.195402298850575e-05,-3.548628601803378e-05,0.00021939433199504526,tested,1.0,False
257053,6,hybrid,8,hybrid,43500,23,28,51,0.5758493477318467,-0.00011494252873563218,-0.0004367191205193745,0.00020683406304811011,tested,1.0,False
257053,6,hybrid,8,mlp,43500,23,172,195,2.1550739849956613e-29,-0.003425287356321839,-0.004053663999422515,-0.002796910713221163,tested,1.0021094030229824e-26,True
257053,6,hybrid,8,rf,43500,37,23,60,0.09246098107292373,0.0003218390804597701,-2.7165497794455127e-05,0.0006708436587139954,tested,1.0,False
257053,6,hybrid,8,xgboost,43500,19,32,51,0.09191454981585423,-0.00029885057471264366,-0.0006206167231555437,2.291557373025637e-05,tested,1.0,False
257053,6,mlp,6,rf,43500,130,47,177,3.381410353442414e-10,0.0019080459770114942,0.0013088566572786553,0.002507235296744333,tested,1.1462981098169783e-07,True
257053,6,mlp,6,xgboost,43500,104,20,124,6.960843757791697e-15,0.0019310344827586207,0.0014296182284316123,0.002432450737085629,tested,2.714729065538762e-12,True
257053,6,mlp,8,hybrid,43500,117,42,159,2.2244293327628214e-09,0.0017241379310344827,0.0011562093870984642,0.002292066474970501,tested,7.407349678100195e-07,True
257053,6,mlp,8,mlp,43500,46,115,161,5.2832089262927714e-08,-0.001586206896551724,-0.00215773432390007,-0.001014679469203378,tested,1.7011932742662723e-05,True
257053,6,mlp,8,rf,43500,134,40,174,4.664600328532994e-13,0.002160919540229885,0.00156691086709241,0.00275492821336736,tested,1.735231322214274e-10,True
257053,6,mlp,8,xgboost,43500,113,46,159,1.0872504072879225e-07,0.0015402298850574713,0.0009722546653882653,0.002108205104726677,tested,3.435711287029835e-05,True
257053,6,rf,6,xgboost,43500,35,34,69,1.0,2.2988505747126437e-05,-0.0003512912000024494,0.0003972682114967023,tested,1.0,False
257053,6,rf,8,hybrid,43500,17,25,42,0.27995623852893914,-0.0001839080459770115,-0.00047591207561344107,0.00010809598365941811,tested,1.0,False
257053,6,rf,8,mlp,43500,40,192,232,5.236954443472311e-25,-0.0034942528735632185,-0.004179769678137093,-0.0028087360689893442,tested,2.3409186362321233e-22,True
257053,6,rf,8,rf,43500,15,4,19,0.0192108154296875,0.0002528735632183908,5.648471909382104e-05,0.00044926240734296055,tested,1.0,False
257053,6,rf,8,xgboost,43500,16,32,48,0.029304946720529308,-0.000367816091954023,-0.0006799678606074238,-5.566432330062214e-05,tested,1.0,False
257053,6,xgboost,8,hybrid,43500,18,27,45,0.23269319190831084,-0.00020689655172413793,-0.0005091484782179556,9.535537476967979e-05,tested,1.0,False
257053,6,xgboost,8,mlp,43500,18,171,189,1.8240209950594614e-32,-0.003517241379310345,-0.004135803818967229,-0.002898678939653461,tested,8.77354098623601e-30,True
257053,6,xgboost,8,rf,43500,39,29,68,0.2749903961710005,0.00022988505747126436,-0.00014166635921469717,0.0006014364741572259,tested,1.0,False
257053,6,xgboost,8,xgboost,43500,13,30,43,0.0137181850586785,-0.00039080459770114945,-0.0006862467655820155,-9.536242982028335e-05,tested,1.0,False
257053,8,hybrid,8,mlp,43500,23,167,190,3.672857699355709e-28,-0.003310344827586207,-0.003930646744243076,-0.0026900429109293373,tested,1.6895145417036262e-25,True
257053,8,hybrid,8,rf,43500,28,9,37,0.0025632079923525453,0.0004367816091954023,0.00016273529949037408,0.0007108279189004306,tested,0.5254576384322718,False
257053,8,hybrid,8,xgboost,43500,0,8,8,0.0078125,-0.0001839080459770115,-0.00031133956528949576,-5.647652666452722e-05,tested,1.0,False
257053,8,mlp,8,rf,43500,195,32,227,1.0484340302630473e-29,0.003747126436781609,0.0030691732970321217,0.0044250795765310965,tested,4.9276399422363224e-27,True
257053,8,mlp,8,xgboost,43500,167,31,198,9.765660002940914e-24,0.0031264367816091956,0.002493095805750696,0.003759777757467695,tested,4.306656061296943e-21,True
257053,8,rf,8,xgboost,43500,9,36,45,6.57466324582856e-05,-0.0006206896551724138,-0.0009228915475496824,-0.00031848776279514536,tested,0.018014577293570255,True
282427,4,hybrid,4,mlp,43500,17,2886,2903,0.0,-0.06595402298850575,-0.06830127088048084,-0.06360677509653066,tested,0.0,True
282427,4,hybrid,4,rf,43500,27,91,118,2.6899026850690616e-09,-0.001471264367816092,-0.0019605240884534997,-0.0009820046471786842,tested,8.930476914429284e-07,True
282427,4,hybrid,4,xgboost,43500,53,54,107,1.0,-2.2988505747126437e-05,-0.0004890719198477436,0.00044309490835349073,tested,1.0,False
282427,4,hybrid,6,hybrid,43500,84,47,131,0.0015581706108055641,0.0008505747126436781,0.0003349244055261579,0.0013662250197611983,tested,0.3303321694907796,False
282427,4,hybrid,6,mlp,43500,69,521,590,8.172345258292118e-87,-0.010390804597701149,-0.011480894492195887,-0.009300714703206411,tested,4.290481260603362e-84,True
282427,4,hybrid,6,rf,43500,86,48,134,0.0013037586710986525,0.0008735632183908046,0.0003520438937128791,0.0013950825430687301,tested,0.28373259312324334,False
282427,4,hybrid,6,xgboost,43500,88,46,134,0.00035945913215013265,0.0009655172413793104,0.00044401223560925566,0.001487022247149365,tested,0.08562536124459984,False
282427,4,hybrid,8,hybrid,43500,84,57,141,0.028195308926877438,0.0006206896551724138,8.568747475240241e-05,0.0011556918355924253,tested,1.0,False
282427,4,hybrid,8,mlp,43500,79,610,689,1.5802916852559237e-102,-0.012206896551724139,-0.013384038685961741,-0.011029754417486536,tested,8.359743015003836e-100,True
282427,4,hybrid,8,rf,43500,94,43,137,1.5679422621501146e-05,0.0011724137931034483,0.0006451386524702889,0.0016996889337366078,tested,0.004609750250721337,True
282427,4,hybrid,8,xgboost,43500,88,63,151,0.05044785478187963,0.0005747126436781609,2.1057145372246032e-05,0.0011283681419840758,tested,1.0,False
282427,4,mlp,4,rf,43500,2913,108,3021,0.0,0.06448275862068965,0.06208149080734969,0.06688402643402962,tested,0.0,True
282427,4,mlp,4,xgboost,43500,2939,71,3010,0.0,0.06593103448275862,0.06353790385156663,0.06832416511395062,tested,0.0,True
282427,4,mlp,6,hybrid,43500,2947,41,2988,0.0,0.06680459770114942,0.06442296612237453,0.06918622927992432,tested,0.0,True
282427,4,mlp,6,mlp,43500,2461,44,2505,0.0,0.055563218390804595,0.05336935063485007,0.05775708614675912,tested,0.0,True
282427,4,mlp,6,rf,43500,2958,51,3009,0.0,0.06682758620689655,0.06443707740245237,0.06921809501134073,tested,0.0,True
282427,4,mlp,6,xgboost,43500,2949,38,2987,0.0,0.06691954022988506,0.06453861996537896,0.06930046049439115,tested,0.0,True
282427,4,mlp,8,hybrid,43500,2945,49,2994,0.0,0.06657471264367816,0.06418995726671196,0.06895946802064436,tested,0.0,True
282427,4,mlp,8,mlp,43500,2423,85,2508,0.0,0.05374712643678161,0.05154788147129405,0.05594637140226917,tested,0.0,True
282427,4,mlp,8,rf,43500,2965,45,3010,0.0,0.06712643678160919,0.06473624282868841,0.06951663073452997,tested,0.0,True
282427,4,mlp,8,xgboost,43500,2946,52,2998,0.0,0.06652873563218391,0.06414216496347858,0.06891530630088924,tested,0.0,True
282427,4,rf,4,xgboost,43500,144,81,225,3.2012204358182867e-05,0.0014482758620689654,0.0007725430767717004,0.00212400864736623,tested,0.009251527059514849,True
282427,4,rf,6,hybrid,43500,122,21,143,1.6486511560052312e-18,0.00232183908045977,0.0017834658802165968,0.002860212280702943,tested,6.742983228061396e-16,True
282427,4,rf,6,mlp,43500,136,524,660,1.3900655977304528e-54,-0.008919540229885057,-0.010074062044368165,-0.007765018415401949,tested,7.103235204402614e-52,True
282427,4,rf,6,rf,43500,122,20,142,4.795961866809294e-19,0.0023448275862068967,0.001808352045310193,0.0028813031271036,tested,1.9903241747258571e-16,True
282427,4,rf,6,xgboost,43500,142,36,178,4.322137896740141e-16,0.0024367816091954023,0.0018360693810470933,0.0030374938373437113,tested,1.7245330207993164e-13,True
282427,4,rf,8,hybrid,43500,124,33,157,1.3278183458872387e-13,0.0020919540229885057,0.0015277214237928351,0.002656186622184176,tested,5.00587516399489e-11,True
282427,4,rf,8,mlp,43500,131,598,729,4.3707040531998345e-72,-0.010735632183908045,-0.011948007340206394,-0.009523257027609696,tested,2.2771368117171138e-69,True
282427,4,rf,8,rf,43500,130,15,145,4.813511452666796e-24,0.0026436781609195403,0.002101677227288171,0.0031856790945509095,tested,2.127572062078724e-21,True
282427,4,rf,8,xgboost,43500,129,40,169,4.035970758311841e-12,0.002045977011494253,0.0014605388025449402,0.002631415220443566,tested,1.4529494729922625e-09,True
282427,4,xgboost,6,hybrid,43500,99,61,160,0.0033157326862451766,0.0008735632183908046,0.00030367885458179697,0.0014434475821998123,tested,0.6664622699352805,False
282427,4,xgboost,6,mlp,43500,85,536,621,6.0354245549268845e-81,-0.010367816091954023,-0.01148642014019455,-0.009249212043713496,tested,3.1625624667816875e-78,True
282427,4,xgboost,6,rf,43500,101,62,163,0.002802729240437867,0.000896551724137931,0.000321351531550545,0.001471751916725317,tested,0.5717567650493248,False
282427,4,xgboost,6,xgboost,43500,97,54,151,0.0005846387710440832,0.0009885057471264369,0.00043490184129951965,0.001542109652953354,tested,0.13739011119535957,False
282427,4,xgboost,8,hybrid,43500,96,68,164,0.034680697455632355,0.0006436781609195402,6.668606301676872e-05,0.0012206702588223118,tested,1.0,False
282427,4,xgboost,8,mlp,43500,88,618,706,6.4301331483101e-99,-0.01218390804597701,-0.013375640777574091,-0.01099217531437993,tested,3.395110302307733e-96,True
282427,4,xgboost,8,rf,43500,110,58,168,7.370834538660162e-05,0.0011954022988505746,0.0006114920653552658,0.0017793125323458834,tested,0.019753836563609236,True
282427,4,xgboost,8,xgboost,43500,99,73,172,0.05630366806880822,0.0005977011494252873,6.797857250903086e-06,0.0011886044415996715,tested,1.0,False
282427,6,hybrid,6,mlp,43500,22,511,533,4.1447890838679064e-122,-0.011241379310344827,-0.012276245645000149,-0.010206512975689506,tested,2.2298965271209337e-119,True
282427,6,hybrid,6,rf,43500,13,12,25,1.0,2.2988505747126437e-05,-0.00020230133654759491,0.0002482783480418478,tested,1.0,False
282427,6,hybrid,6,xgboost,43500,22,17,39,0.5223973804968411,0.00011494252873563218,-0.00016644245017713883,0.0003963275076484032,tested,1.0,False
282427,6,hybrid,8,hybrid,43500,7,17,24,0.06391465663909912,-0.00022988505747126436,-0.00045061265009741614,-9.157464845112578e-06,tested,1.0,False
282427,6,hybrid,8,mlp,43500,17,585,602,4.97490230585098e-149,-0.013057471264367817,-0.014156168876017627,-0.011958773652718007,tested,2.7113217566887844e-146,True
282427,6,hybrid,8,rf,43500,23,9,32,0.020061607006937265,0.0003218390804597701,6.697054814576512e-05,0.0005767076127737752,tested,1.0,False
282427,6,hybrid,8,xgboost,43500,11,23,34,0.05761267291381955,-0.00027586206896551725,-0.0005385802458651032,-1.3143892065931289e-05,tested,1.0,False
282427,6,mlp,6,rf,43500,524,34,558,6.684429410825165e-114,0.011264367816091954,0.010205284156202796,0.012323451475981111,tested,3.582854164202288e-111,True
282427,6,mlp,6,xgboost,43500,533,39,572,6.2794388607706935e-112,0.01135632183908046,0.010283989049335996,0.012428654628824925,tested,3.3532203516515504e-109,True
282427,6,mlp,8,hybrid,43500,511,32,543,3.618470618252195e-112,0.011011494252873563,0.009966648648341824,0.0120563398574053,tested,1.9358817807649242e-109,True
282427,6,mlp,8,mlp,43500,93,172,265,1.3953204181653315e-06,-0.0018160919540229886,-0.0025493842929877027,-0.0010827996150582742,tested,0.00043115400921308743,True
282427,6,mlp,8,rf,43500,531,28,559,1.5612493806132103e-121,0.011563218390804597,0.010503460902019063,0.012622975879590131,tested,8.383909173892939e-119,True
282427,6,mlp,8,xgboost,43500,515,38,553,6.3768352485992e-108,0.01096551724137931,0.00991095866186084,0.01202007582089778,tested,3.3860995170061752e-105,True
282427,6,rf,6,xgboost,43500,34,30,64,0.7079807541347641,9.195402298850575e-05,-0.00026850885459628993,0.0004524169005733014,tested,1.0,False
282427,6,rf,8,hybrid,43500,10,21,31,0.07075554598122835,-0.0002528735632183908,-0.0005037345740566738,-2.0125523801078752e-06,tested,1.0,False
282427,6,rf,8,mlp,43500,20,589,609,1.438697919003518e-146,-0.013080459770114943,-0.014185581904881889,-0.011975337635347997,tested,7.826516679379138e-144,True
282427,6,rf,8,rf,43500,15,2,17,0.002349853515625,0.00029885057471264366,0.00011309295555759106,0.0004846081938676963,tested,0.486419677734375,False
282427,6,rf,8,xgboost,43500,16,29,45,0.07245426016254441,-0.00029885057471264366,-0.0006010957069359239,3.3945575106366027e-06,tested,1.0,False
282427,6,xgboost,8,hybrid,43500,18,33,51,0.04887389231827033,-0.0003448275862068965,-0.000666589673259041,-2.3065499154752047e-05,tested,1.0,False
282427,6,xgboost,8,mlp,43500,16,589,605,1.9515574471977682e-151,-0.013172413793103448,-0.014273758810121773,-0.012071068776085124,tested,1.0675019236171792e-148,True
282427,6,xgboost,8,rf,43500,38,29,67,0.3284320626971897,0.00020689655172413793,-0.0001619138597566506,0.0005757069632049265,tested,1.0,False
282427,6,xgboost,8,xgboost,43500,13,30,43,0.0137181850586785,-0.00039080459770114945,-0.0006862467655820155,-9.536242982028335e-05,tested,1.0,False
282427,8,hybrid,8,mlp,43500,11,569,580,2.9322323929689806e-152,-0.012827586206896552,-0.013906009627232764,-0.01174916278656034,tested,1.6068633513470014e-149,True
282427,8,hybrid,8,rf,43500,27,3,30,8.430331945419312e-06,0.0005517241379310345,0.0003049858378825406,0.0007984624379795284,tested,0.002520669251680374,True
282427,8,hybrid,8,xgboost,43500,6,8,14,0.79052734375,-4.597701149425287e-05,-0.00021456801585730033,0.0001226139928687946,tested,1.0,False
282427,8,mlp,8,rf,43500,596,14,610,4.69848725558667e-156,0.013379310344827587,0.012273585783596129,0.014485034906059045,tested,2.5841679905726685e-153,True
282427,8,mlp,8,xgboost,43500,575,19,594,9.868648331049158e-144,0.0127816091954023,0.011690039604541218,0.01387317878626338,tested,5.348807395428644e-141,True
282427,8,rf,8,xgboost,43500,9,35,44,0.00010604466626773501,-0.0005977011494252873,-0.0008965292521401646,-0.00029887304671041,tested,0.027571613229611103,True
307759,4,hybrid,4,mlp,43504,192,2132,2324,0.0,-0.04459360058845164,-0.04672474201008298,-0.042462459166820295,tested,0.0,True
307759,4,hybrid,4,rf,43504,24,35,59,0.19252645776146274,-0.000252850312614932,-0.0005989073150006437,9.32066897707798e-05,tested,1.0,False
307759,4,hybrid,4,xgboost,43504,56,109,165,4.487254894911806e-05,-0.001218278778962854,-0.0017968926660047858,-0.0006396648919209222,tested,0.01274380390154953,True
307759,4,hybrid,6,hybrid,43504,95,14,109,5.770921348674695e-16,0.0018618977565281354,0.0013918473138969272,0.002331948199159344,tested,2.291055775423854e-13,True
307759,4,hybrid,6,mlp,43504,238,516,754,1.8648823419967764e-24,-0.006390216991541008,-0.007625895026243012,-0.005154538956839004,tested,8.280077598465687e-22,True
307759,4,hybrid,6,rf,43504,109,36,145,9.906754734264702e-10,0.001678006620080912,0.0011357156754727505,0.0022202975646890737,tested,3.32866959071294e-07,True
307759,4,hybrid,6,xgboost,43504,100,28,128,1.0951459896285749e-10,0.0016550202280250091,0.0011455314645570417,0.0021645089914929766,tested,3.778253664218583e-08,True
307759,4,hybrid,8,hybrid,43504,92,35,127,4.3609050114827153e-07,0.0013102243471864656,0.0008026425941432729,0.0018178061002296583,tested,0.00013649632685940898,True
307759,4,hybrid,8,mlp,43504,244,314,558,0.003452245495630942,-0.0016090474439132035,-0.0026732030470417102,-0.0005448918407846967,tested,0.6835446081349266,False
307759,4,hybrid,8,rf,43504,112,36,148,2.8414892673228005e-10,0.001746965796248621,0.001199108005159232,0.00229482358733801,tested,9.68947840157075e-08,True
307759,4,hybrid,8,xgboost,43504,98,51,149,0.00014628394729286552,0.0010803604266274365,0.000530501862415007,0.001630218990839866,tested,0.03686355471780211,True
