feature_set,model,metric,n_seeds,mean,sd,ci95_method,ci95_low_raw,ci95_high_raw,ci95_low,ci95_high,ci95_display_constrained_to_0_1,manuscript_value
4,mlp,mcc,10,0.8548527096138843,0.016831979357699454,"two-sided mean t interval, df=n-1",0.8428118369389008,0.8668935822888677,0.8428118369389008,0.8668935822888677,False,0.8549 ± 0.0168 (95% CI 0.8428–0.8669)
4,rf,accuracy,10,0.9836218876697036,0.0010218764695627003,"two-sided mean t interval, df=n-1",0.9828908812801349,0.9843528940592723,0.9828908812801349,0.9843528940592723,False,0.9836 ± 0.0010 (95% CI 0.9829–0.9844)
4,rf,precision,10,0.9758854432438163,0.000452855649763928,"two-sided mean t interval, df=n-1",0.9755614898273418,0.9762093966602908,0.9755614898273418,0.9762093966602908,False,0.9759 ± 0.0005 (95% CI 0.9756–0.9762)
4,rf,recall,10,0.9918088547119617,0.002230707543922087,"two-sided mean t interval, df=n-1",0.9902131026651767,0.9934046067587466,0.9902131026651767,0.9934046067587466,False,0.9918 ± 0.0022 (95% CI 0.9902–0.9934)
4,rf,f1,10,0.9837815850080913,0.0011339546653376608,"two-sided mean t interval, df=n-1",0.9829704027071643,0.9845927673090183,0.9829704027071643,0.9845927673090183,False,0.9838 ± 0.0011 (95% CI 0.9830–0.9846)
4,rf,roc_auc,10,0.9990209057483375,8.28877483411085e-05,"two-sided mean t interval, df=n-1",0.9989616114251398,0.9990802000715351,0.9989616114251398,0.9990802000715351,False,0.9990 ± 0.0001 (95% CI 0.9990–0.9991)
4,rf,pr_auc_benign,10,0.9990336376428355,8.887024798172631e-05,"two-sided mean t interval, df=n-1",0.9989700636972049,0.9990972115884661,0.9989700636972049,0.9990972115884661,False,0.9990 ± 0.0001 (95% CI 0.9990–0.9991)
4,rf,pr_auc_ddos,10,0.9990208901327542,8.00779026813e-05,"two-sided mean t interval, df=n-1",0.998963605852054,0.9990781744134544,0.998963605852054,0.9990781744134544,False,0.9990 ± 0.0001 (95% CI 0.9990–0.9991)
4,rf,balanced_accuracy,10,0.9835959129506919,0.0009560731554288689,"two-sided mean t interval, df=n-1",0.9829119794163258,0.9842798464850581,0.9829119794163258,0.9842798464850581,False,0.9836 ± 0.0010 (95% CI 0.9829–0.9843)
4,rf,mcc,10,0.9673727297046465,0.0020797256615980543,"two-sided mean t interval, df=n-1",0.9658849835900611,0.9688604758192318,0.9658849835900611,0.9688604758192318,False,0.9674 ± 0.0021 (95% CI 0.9659–0.9689)
4,xgboost,accuracy,10,0.9849083619476374,0.00011588646749793585,"two-sided mean t interval, df=n-1",0.9848254617628022,0.9849912621324727,0.9848254617628022,0.9849912621324727,False,0.9849 ± 0.0001 (95% CI 0.9848–0.9850)
4,xgboost,precision,10,0.9772617205268179,0.0006433204381050322,"two-sided mean t interval, df=n-1",0.976801516808656,0.9777219242449798,0.976801516808656,0.9777219242449798,False,0.9773 ± 0.0006 (95% CI 0.9768–0.9777)
4,xgboost,recall,10,0.992984157953968,0.0009220706552111569,"two-sided mean t interval, df=n-1",0.9923245483429535,0.9936437675649825,0.9923245483429535,0.9936437675649825,False,0.9930 ± 0.0009 (95% CI 0.9923–0.9936)
4,xgboost,f1,10,0.9850596815483608,0.00022677938147375724,"two-sided mean t interval, df=n-1",0.9848974533516878,0.9852219097450338,0.9848974533516878,0.9852219097450338,False,0.9851 ± 0.0002 (95% CI 0.9849–0.9852)
4,xgboost,roc_auc,10,0.9992138965590491,2.2807564587883888e-05,"two-sided mean t interval, df=n-1",0.9991975810102124,0.9992302121078859,0.9991975810102124,0.9992302121078859,False,0.9992 ± 0.0000 (95% CI 0.9992–0.9992)
4,xgboost,pr_auc_benign,10,0.9992206252525042,4.27929571711986e-05,"two-sided mean t interval, df=n-1",0.9991900130150642,0.9992512374899443,0.9991900130150642,0.9992512374899443,False,0.9992 ± 0.0000 (95% CI 0.9992–0.9993)
4,xgboost,pr_auc_ddos,10,0.9991843246918167,2.10103213635741e-05,"two-sided mean t interval, df=n-1",0.9991692948133323,0.9991993545703012,0.9991692948133323,0.9991993545703012,False,0.9992 ± 0.0000 (95% CI 0.9992–0.9992)
4,xgboost,balanced_accuracy,10,0.984887850455958,6.674602373479977e-05,"two-sided mean t interval, df=n-1",0.984840103226932,0.9849355976849838,0.984840103226932,0.9849355976849838,False,0.9849 ± 0.0001 (95% CI 0.9848–0.9849)
4,xgboost,mcc,10,0.9699410651010846,0.00024772959939899943,"two-sided mean t interval, df=n-1",0.9697638500213368,0.9701182801808323,0.9697638500213368,0.9701182801808323,False,0.9699 ± 0.0002 (95% CI 0.9698–0.9701)
6,hybrid,accuracy,10,0.9865663718362991,0.0012194059838206714,"two-sided mean t interval, df=n-1",0.9856940613445695,0.9874386823280288,0.9856940613445695,0.9874386823280288,False,0.9866 ± 0.0012 (95% CI 0.9857–0.9874)
6,hybrid,precision,10,0.978973629889507,0.0005084962838342835,"two-sided mean t interval, df=n-1",0.9786098735611967,0.9793373862178173,0.9786098735611967,0.9793373862178173,False,0.9790 ± 0.0005 (95% CI 0.9786–0.9793)
6,hybrid,recall,10,0.9945481431500165,0.0030061911329249125,"two-sided mean t interval, df=n-1",0.9923976435623577,0.9966986427376753,0.9923976435623577,0.9966986427376753,False,0.9945 ± 0.0030 (95% CI 0.9924–0.9967)
