base_value
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
-0.02008893
